name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category
"CAPITALIZED,TITLE_CAPITALIZED",25760404,BaAMPs,0.9942824,baamps,0.9942824,,0.9942824,1,http://www.baamps.it,200,Lithuania,"(54.6892,25.2798)",,2015-01-01,"a NEST, Istituto Nanoscienze-CNR and Scuola Normale Superiore , Pisa , Italy.","Batoni G, Di Luca M, Maccari G, Maisetta G",,,104.0,"Andorra, Italy",baamps,ok,BaAMPs: the database of biofilm-active antimicrobial peptides.,2010-2022,,,,
TITLE_CAPITALIZED,30364952,Plant editosome database,0.9942765,,0.9942765,plant editosome database,0.9942765,1,http://bigd.big.ac.cn/ped,200,China,"(39.9075,116.3972)",,2019-01-01,"BIG Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China.","Hao L, Hu S, Li M, Niu G, Sang J, Wang P, Xia L, Zhang Y, Zhang Z, Zou D","153F11KYSB20160008, 2012AA020409, 2015AA020108, 2017YFC0907502, 2018134, 31100915, XDA08020102, XDA19050302, XXH13505-05","13th Five-year Informatization Plan of Chinese Academy of Sciences, Chinese Academy of Sciences, International Partnership Program of the Chinese Academy of Sciences, National Key Research &amp; Development Program of China, National Natural Science Foundation of China, National Programs for High Technology Research and Development, Youth Innovation Promotion Association of Chinese Academy of Science",39.0,China,plant editosome database,ok,Plant editosome database: a curated database of RNA editosome in plants.,2010-2022,,,,
CAPITALIZED,34588443,JCGA,0.99403703,jcga,0.99403703,,0.99403703,1,https://www.cancer.gov/about-nci/organization/ccg/research/structural-genomics/tcga/studied-cancers,200,United Kingdom,"(51.5085,-0.1257)",,2021-09-30,"Drug Discovery and Development Division, Shizuoka Cancer Center Research Institute, Shizuoka, Japan. m.serizawa@scchr.jp.","Akiyama Y, Ashizawa T, Hatakeyama K, Horiuchi Y, Iizuka A, Kenmotsu H, Maruyama K, Mizuguchi M, Nagashima T, Naruoka A, Ohnami S, Ohshima K, Serizawa M, Urakami K, Yamaguchi K",19K07792,"MEXT | Japan Society for the Promotion of Science, MEXT | Japan Society for the Promotion of Science (JSPS), This work was supported by the Shizuoka Prefectural Government in Japan.",8.0,"Andorra, Japan",jcga,ok,JCGA: the Japanese version of the Cancer Genome Atlas and its contribution to the interpretation of gene alterations detected in clinical cancer genome sequencing.,2010-2022,,,,
TITLE_CAPITALIZED,33205130,Veterans Affairs Precision Oncology Data Repository,0.99368775,,0.99368775,veterans affairs precision oncology data repository,0.99368775,1,https://wiki.cancerimagingarchive.net/display/Public/APOLLO-1-VA,200,United States,"(34.7510,-92.3455)",,2020-08-17,"VA Cooperative Studies Program, VA Boston Healthcare System (151MAV), 150 S. Huntington Ave, Jamaica Plain, MA 02130, USA.","Ajjarapu SJ, Brophy MT, Chen DC, Do NV, Elbers DC, Fillmore NR, Ganas SS, Grossman RL, Hall RB, Meng F, Meyer C, Prokhorenkov A, Sung FC",,VA Office of Research and Development,7.0,"Jamaica, United States",veterans affairs precision oncology data repository,ok,"The Veterans Affairs Precision Oncology Data Repository, a Clinical, Genomic, and Imaging Research Database.",2010-2022,,,,
CAPITALIZED,33304465,HARP,0.99368024,harp,0.99368024,,0.99368024,1,https://harp-leprosy.org,200,United Kingdom,"(51.5085,-0.1257)",,2020-11-19,"Department of Biochemistry, University of Cambridge, Tennis Court Rd., CB2 1GA, UK.","Acebrón-García-De-Eulate M, Alsulami A, Ascher DB, Blundell TL, Malhotra S, Munir A, Skwark MJ, Vedithi SC, Waman VP",200814/Z/16/Z,"American Leprosy Missions, Wellcome Trust",17.0,United Kingdom,harp,ok,HARP: a database of structural impacts of systematic missense mutations in drug targets of <i>Mycobacterium leprae</i>.,2010-2022,,,,
TITLE_CAPITALIZED,22390128,Y-STR Poland,0.9933065,,0.9933065,y-str poland,0.9933065,1,http://www.genetyka-sadowa.pl,200,Poland,"(52.2298,21.0118)",,2011-04-01,Z Katedry i Zakładu Medycyny Sadowej Uniwersytetu Medycznego w Łodzi. renata.jacewicz@umed.lodz.pl,"Babol-Pokora K, Berent J, Jacewicz R, Jedrzejczyk M, Konarzewska M, Krajewski P, Ossowski A, Parafiniuk M, Piatek J, Prośniak A, Ulewicz D",,,,,y-str poland,ok,[Y-STR Poland--a database for evaluation of evidence value in forensic genetics].,2010-2022,,,,
CAPITALIZED,28070014,LGEA,0.993145,lgea,0.993145,,0.993145,1,http://research.cchmc.org/pbge/lunggens/mainportal.html,200,United States,"(39.1271,-84.5144)",,2017-01-09,"The Perinatal Institute and Section of Neonatology, Perinatal and Pulmonary Biology, Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, USA.","Aronow B, Bhattacharya S, Bridges JP, Dexheimer P, Du Y, Guo M, Jobe AH, Kitzmiller JA, Mariani TJ, Misra RS, Perl AK, Potter SS, Pryhuber GS, Sridharan A, Whitsett JA, Xu Y","R01 HL095580, R01 HL131661, R01 HL136722, T32 HL007752, TL1 TR000096, U01 HL122642, U01 HL122700, U01 HL148861, UL1 TR002001","NCATS NIH HHS, NHLBI NIH HHS",101.0,"Andorra, United States",lgea,ok,Lung Gene Expression Analysis (LGEA): an integrative web portal for comprehensive gene expression data analysis in lung development.,2010-2022,,,,
TITLE_CAPITALIZED,30358842,VianniaTopes,0.9928067,,0.9928067,vianniatopes,0.9928067,1,http://bioinfo.indicasat.org.pa/vianniatopes/index.html,200,Panama,"(9.3382,-79.8924)",,2018-01-01,"Instituto de Investigaciones Científicas y Servicios de Alta Tecnología (INDICASAT AIP), Ciudad del Saber, Panama City, Panama.","Llanes A, Lleonart R, Restrepo CM",SNI 136-2017,"Secretaría Nacional de Ciencia, Sistema Nacional de Investigación, Tecnología e Innovación",1.0,Panama,vianniatopes,ok,VianniaTopes: a database of predicted immunogenic peptides for Leishmania (Viannia) species.,2010-2022,,,,
TITLE_CAPITALIZED,24090431,SFARI Gene,0.99208206,,0.99208206,sfari gene,0.99208206,1,https://gene.sfari.org/autdb/GS_Home.do,200,United States,"(39.0437,-77.4875)",,2013-10-03,"Departments of Genetics and Neuroscience, Albert Einstein College of Medicine, Bronx, NY, USA.","Abrahams BS, Arking DE, Banerjee-Basu S, Campbell DB, Mefford HC, Menashe I, Morrow EM, Packer A, Wadkins T, Weiss LA",R01 MH100027,NIMH NIH HHS,626.0,"Andorra, United States",sfari gene,ok,SFARI Gene 2.0: a community-driven knowledgebase for the autism spectrum disorders (ASDs).,2010-2022,,,,
TITLE_CAPITALIZED,23794918,FORMIDABEL,0.9916006,formidabel,0.9916006,,0.9916006,1,http://ipt.biodiversity.be/resource.do?r=formidabel,200,Belgium,"(50.8505,4.3488)",,2013-06-03,"Instituut voor Natuur en Bosonderzoek, Kliniekstraat 25, B-1070, Brussels, Belgium.","Bortels J, Brosens D, Dekoninck W, Heughebaert A, Ignace D, Noé N, Vankerkhoven F, Wegnez P",,,2.0,Belgium,formidabel,ok,FORMIDABEL: The Belgian Ants Database.,2010-2022,,,,
TITLE_CAPITALIZED,22870325,miRSystem,0.99090517,,0.99090517,mirsystem,0.99090517,1,http://mirsystem.cgm.ntu.edu.tw/,200,"Taiwan, Province of China","(25.0531,121.5264)",,2012-08-01,"YongLin Biomedical Engineering Center, National Taiwan University, Taipei, Taiwan.","Chiu YC, Chuang EY, Hsiao CK, Lai LC, Lee CY, Lu TP, Tsai MH",,,245.0,,mirsystem,ok,miRSystem: an integrated system for characterizing enriched functions and pathways of microRNA targets.,2010-2022,,,,
TITLE_CAPITALIZED,31594943,ClimCKmap,0.9907298,,0.9907298,climckmap,0.9907298,1,http://hdl.handle.net/21.11125/a91f85cb-befd-4e14-8e83-24f17c4a0491,200,United States,"(37.7621,-122.3971)",,2019-10-08,"Department of Environmental Science and Policy, University of Milan, Via G. Celoria 26, 20133, Milan, Italy. silvio.marta@hotmail.it.","Amori G, Brunetti M, Cesaroni D, Ficetola GF, Marta S, Provenzale A, Sbordoni V, Stoch F",,,2.0,"Andorra, Italy",climckmap,ok,"ClimCKmap, a spatially, temporally and climatically explicit distribution database for the Italian fauna.",2010-2022,,,,
TITLE_CAPITALIZED,29790904,ChemMaps.com,0.9903236,,0.9903236,chemmaps.com,0.9903236,1,http://www.chemmaps.com,200,United Kingdom,"(51.5085,-0.1257)",,2018-11-01,"Department of Chemistry, Bioinformatics Research Center, North Carolina State University, Raleigh, NC, USA.","Borrel A, Fourches D, Kleinstreuer NC",,NC State Chancellor’s Faculty Excellence Program,9.0,United States,chemmaps.com,ok,Exploring drug space with ChemMaps.com.,2010-2022,,,,
CAPITALIZED,34469576,DEST,0.99010944,dest,0.99010944,,0.99010944,1,https://dest.bio,200,United States,"(37.7621,-122.3971)",,2021-12-01,"Department of Evolutionary Biology and Environmental Studies, University of Zürich, Switzerland.","Abbott JK, Alatortsev VE, Argyridou E, Barbadilla A, Behrman EL, Bergland AO, Bogaerts-Márquez M, Buendía-Ruíz AJ, Casillas S, Coronado-Zamora M, Dyer KA, Eric K, Espinosa-Jimenez ML, Fabian DK, Flatt T, Gallardo-Jiménez FD, Glaser-Schmitt A, Gonzalez J, Grath S, Guerreiro MPG, Guio L, Guirao-Rico S, Gómez-Julián MJ, Horváth V, Jelic M, Kankare M, Kapun M, Kozeretska I, Lamb K, Lazzaro BP, Loeschcke V, Machado HE, Maistrenko OM, Merenciano M, Merritt TJS, Montchamp-Moreau C, Mukha DV, Murga-Moreno J, Nunez JCB, Obbard DJ, Ometto L, Onder BS, Orengo DJ, Outten J, Paris M, Parsch J, Pasyukova E, Patenkovic A, Paulo T, Petrov D, Puerma E, Rajpurohit S, Rota-Stabelli O, Schaeffer SW, Schmidt P, Schou MF, Serga SV, Stamenkovic-Radak M, Staubach F, Tanaskovic M, Tauber E, Tern C, Torres JR, Ullastres A, Veselinovic MS, Vieira CP, Vieira J, Wang Y, Wheat CW, Yusuf L","133641, 165836, 1737/17, 274388701, 31003A_182262, 322980, 347368302, 4002-00113B, 408908608, 451-03-68/2020-14/200007, 451-03-68/2020-14/200178, 647900, BES-2012-052999, BFU-2011-24397, FWF P32275, H2020-ERC-2014-CoG-647900, P 32275, PP00P3_133641, PP00P3_165836, R01 GM100366, R01 GM137430, R35 GM118165, R35 GM119686, RGPIN-2018-05551, STA1154/4-1","Academy of Finland, Austrian Science Fund FWF, Danish Natural Science Research Council, Deutsche Forschungsgemeinschaft, ET Israel Science Foundation, European Research Council, European Union’s Horizon 2020 research and innovation programme, FPI fellowship, FS Deutsche Forschungsgemeinschaft, German Research Foundation, Ministry of Education, NIGMS NIH HHS, National Institutes of Health, Science and Technological Development of the Republic of Serbia, Spanish Ministry of Science and Innovation, Swiss National Science Foundation, TM NSERC",62.0,"Andorra, Switzerland",dest,ok,Drosophila Evolution over Space and Time (DEST): A New Population Genomics Resource.,2010-2022,,,,
TITLE_CAPITALIZED,"25883147, 30668675",ReproGenomics Viewer,0.98960894,,0.98960894,reprogenomics viewer,0.98960894,2,http://rgv.genouest.org,200,France,"(48.1111,-1.6743)",,2015-04-16,"Inserm U1085-Irset, Université de Rennes 1, F-35042 Rennes, France Institut de Recherche en Informatique et Systèmes Aléatoires (IRISA/INRIA) - GenOuest platform, Université de Rennes 1, F-35042 Rennes, France.; Univ Rennes, Inserm, EHESP, Irset (Institut de recherche en santé, environnement et travail) - UMR_S 1085, Rennes F-35000, France.","Alary N, Becker E, Chalmel F, Collin O, Darde TA, Evrard B, Jégou B, Lardenois A, Le Bras Y, Lecluze E, Monjeaud C, Nef S, Rolland AD, Sallou O, Stévant I, Tüttelmann F","ANR n° 16-CE14-0017-02, ANSES n° EST-13-081, CRU 326, FRM n° DBI20131228558, SNF n° CRS115_171007, n° EST-17-256, n°18-CE14-0038-02","Clinical Research Unit ‘Male Germ Cells: from Genes to Function’, DFG, EHESP, Fondation pour la recherche médicale, French National Institute of Health and Medical Research, French National Research Agency, French School of Public Health, French agency for food and safety, Swiss National Science Foundation, University of Rennes 1",76.0,France,reprogenomics viewer,ok,The ReproGenomics Viewer: an integrative cross-species toolbox for the reproductive science community. | The ReproGenomics Viewer: a multi-omics and cross-species resource compatible with single-cell studies for the reproductive science community.,2010-2022,,,,
TITLE_CAPITALIZED,29896176,Human Virome Protein Cluster Database,0.98889714,,0.98889714,human virome protein cluster database,0.98889714,1,http://metagenomics.anl.gov/,200,United States,"(41.8500,-87.6500)",,2018-05-29,"Institute of Virology, Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt, Oberschleißheim, Germany.","Deng L, Elbehery AHA, Feichtmayer J, Griebler C, Singh D",DE2360/1-1,Deutsche Forschungsgemeinschaft,18.0,Germany,human virome protein cluster database,ok,The Human Virome Protein Cluster Database (HVPC): A Human Viral Metagenomic Database for Diversity and Function Annotation.,2010-2022,,,,
TITLE_CAPITALIZED,26375206,Cam-CAN,0.9884903,,0.9884903,cam-can,0.9884903,1,http://www.mrc-cbu.cam.ac.uk/datasets/camcan/,200,United Kingdom,"(52.2000,0.1167)",,2015-09-12,"School of Psychological Sciences, The University of Manchester, Zochonis Building, Brunswick Street, Manchester M13 9PL, UK. Electronic address: jason.taylor@manchester.ac.uk.","Auer T, Cam-Can, Cusack R, Dixon M, Henson RN, Shafto MA, Taylor JR, Tyler LK, Williams N","103838/Z/14/Z, BB/H008217/1, MC_U105579212, MC_U105579215, MC_U105579226, MC_U105597119, MC_UU_00005/12","Biotechnology and Biological Sciences Research Council, Medical Research Council, Wellcome Trust",459.0,United Kingdom,cam-can,ok,"The Cambridge Centre for Ageing and Neuroscience (Cam-CAN) data repository: Structural and functional MRI, MEG, and cognitive data from a cross-sectional adult lifespan sample.",2010-2022,,,,
CAPITALIZED,22438982,AACT,0.988355,aact,0.988355,,0.988355,1,https://www.trialstransformation.org/projects/improving-the-public-interface-for-use-of-aggregate-data-in-clinicaltrials.gov/aact-database-for-aggregate-analysis-of-clinicaltrials.gov,200,United States,"(32.7831,-96.8067)",,2012-03-16,"Duke Clinical Research Institute, Durham, North Carolina, United States of America. asba.tasneem@duke.edu","Aberle L, Ananth H, Chakraborty S, Chiswell K, McCourt BJ, Pietrobon R, Tasneem A",U19 FD003800,FDA HHS,109.0,United States,aact,review,The database for aggregate analysis of ClinicalTrials.gov (AACT) and subsequent regrouping by clinical specialty.,2010-2022,,,,
TITLE_CAPITALIZED,26055102,BioAcoustica,0.98823625,,0.98823625,bioacoustica,0.98823625,1,http://bio.acousti.ca,200,United Kingdom,"(51.5085,-0.1257)",,2015-06-08,"Department of Life Sciences, Natural History Museum, Cromwell Road, London SW7 5BD, UK and Environment Department, University of York, Heslington, York YO10 5DD, UK edward.baker@nhm.ac.uk.","Baker E, Hill J, Price BW, Rycroft SD, Smith VS",BB/K006754/1,Biotechnology and Biological Sciences Research Council,16.0,"Andorra, United Kingdom",bioacoustica,ok,BioAcoustica: a free and open repository and analysis platform for bioacoustics.,2010-2022,,,,
TITLE_CAPITALIZED,25100688,Drug/Cell-line Browser,0.98676294,,0.98676294,drug/cell-line browser,0.98676294,1,http://www.maayanlab.net/LINCS/DCB,200,United States,"(34.0522,-118.2437)",,2014-08-06,"Department of Pharmacology and Systems Therapeutics, Systems Biology Center New York, Icahn School of Medicine at Mount Sinai, New York, NY 10029 and Center for Cancer Research, Massachusetts General Hospital Cancer Center, Harvard Medical School, Charlestown, MA 02129, USA.","Benes CH, Duan Q, Fernandez NF, Ma'ayan A, Rouillard AD, Tan CM, Wang Z","R01 DK088541, R01 GM098316, R01DK088541-01A1, R01GM098316-01A1, T32 HL007824, U54 CA189201, U54 HG006097, U54 HL127624, U54CA189201, U54HG006097-02S1","NCI NIH HHS, NHGRI NIH HHS, NHLBI NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS",8.0,"Andorra, United States",drug/cell-line browser,ok,Drug/Cell-line Browser: interactive canvas visualization of cancer drug/cell-line viability assay datasets.,2010-2022,,,,
CAPITALIZED,31738401,SPDI,0.9867612,spdi,0.9867612,,0.9867612,1,https://api.ncbi.nlm.nih.gov/variation/v0,200,United States,"(38.9807,-77.1003)",,2020-03-01,"Information Engineering Branch, National Center for Biotechnology Information (NCBI), National Library of Medicine (NLM), National Institutes of Health (NIH), Bethesda, MD 20894, USA.","Holmes JB, Kattman B, Maglott D, Moyer E, Phan L",,"Intramural Research Program, NIH, National Institutes of Health, National Library of Medicine",43.0,United States,spdi,ok,SPDI: data model for variants and applications at NCBI.,2010-2022,,,,
TITLE_CAPITALIZED,35474959,NeuroGT,0.98555547,,0.98555547,neurogt,0.98555547,1,https://ssbd.riken.jp/neurogt/,200,Japan,"(34.6913,135.1830)",,2021-05-25,"Brain Function Laboratory, National Institute of Genetics, 1111 Yata, Mishima 411-8540, Japan.","Fujimori T, Hirata T, Itoga H, Kiyonari H, Oka S, Onami S, Shioi G, Tohsato Y","19HP7002, 20H03345, JP16H06280, JP18H05412","Culture, Japan Society for the Promotion of Science, Ministry of Education, ROIS, Science and Technology, Sports",11.0,Japan,neurogt,ok,NeuroGT: A brain atlas of neurogenic tagging CreER drivers for birthdate-based classification and manipulation of mouse neurons.,2010-2022,,,,
TITLE_CAPITALIZED,32221612,QuartataWeb,0.9844977,,0.9844977,quartataweb,0.9844977,1,http://quartata.csb.pitt.edu,200,United States,"(40.4406,-79.9959)",,2020-06-01,Department of Computational and Systems Biology School of Medicine.,"Bahar I, Li H, Pei F, Taylor DL","P30 DA035778, P41 GM103712, R01 DK117881, U01 TR002383","NCATS NIH HHS, NIDA NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS, National Institutes of Health",21.0,Andorra,quartataweb,ok,QuartataWeb: Integrated Chemical-Protein-Pathway Mapping for Polypharmacology and Chemogenomics.,2010-2022,,,,
TITLE_CAPITALIZED,30793173,CausalTAB,0.98414433,,0.98414433,causaltab,0.98414433,1,https://psicquic.github.io/,200,United States,"(37.7621,-122.3971)",,2019-10-01,"Department of Biology, University of Rome Tor Vergata, Rome, Italy.","Acencio ML, Bradley G, Cesareni G, Del Toro N, Fazekas D, Hermjakob H, Korcsmaros T, Kuiper M, Licata L, Lo Surdo P, Lovering RC, Lægreid A, Orchard S, Perfetto L, Porras P, Thomas PD, Touré V, Zobolas J","18137, 20322, 247727, 322749, BB/J004529/1, BB/P016774/1, BBS/E/F/00044500, BBS/E/T/000PR9819, CA15205, OTAR-044, RG/13/5/30112","AIRC, Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, British Heart Foundation, DEPTH Project of the European Research Council, ELIXIR-IIB, ERACoSysMed grant COLOSYS, Earlham Institute, European Research Council, Gene Regulation Ensemble Effort for the Knowledge Commons, Italian Association for Cancer Research, Italian Node of the European ELIXIR, National Institute for Health Research (NIHR), National Institute for Health Research University College London Hospitals Biomedical Research Centre, Norwegian University of Science and Technology’s Strategic Research Area ‘NTNU Health’, Quadrams Institute, Research Council of Norway, Wellcome Trust, the British Heart Foundation",24.0,Italy,causaltab,review,CausalTAB: the PSI-MITAB 2.8 updated format for signalling data representation and dissemination.,2010-2022,,,,
