name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch
TITLE_CAPITALIZED,29069414,BioStudies,0.97973025,,0.97973025,biostudies,0.97973025,1,http://www.ebi.ac.uk/biostudies,200,United Kingdom,"(51.8797,-0.4175)",,2018-01-01,"European Molecular Biology Laboratory, European Bioinformatics Institute, EMBL-EBI, Wellcome Genome Campus, Hinxton CB10 1SD, UK.","Ali A, Athar A, Behrangi E, Brazma A, Gostev M, McEntyre J, Melnichuk O, Minguet J, Rada JC, Sarkans U, Snow C, Tikhonov A",,,152.0,United Kingdom,biostudies,ok,The BioStudies database-one stop shop for all data supporting a life sciences study.,2010-2022
TITLE_CAPITALIZED,29186578,Planteome,0.98996544,,0.98996544,planteome,0.98996544,1,http://www.planteome.org,200,United States,"(44.0582,-121.3153)",,2018-01-01,"Department of Botany and Plant Pathology, Oregon State University, Corvallis, OR 97331, USA.","Arnaud E, Carbon S, Cavaliere D, Cooper L, Doonan JH, Dunn NA, Elser JL, Gkoutos G, Jaiswal P, Laporte MA, Meier A, Mungall C, Preece J, Qu B, Sinn BT, Smith B, Stevenson DW, Todorovic S, Zhang E","BBS/E/W/0012843B, BBS/E/W/0012844A, BBS/E/W/10961A01, BBS/E/W/10962A01D, BBS/OS/GC/000011C, HDR-3003, U41 HG002273","Biotechnology and Biological Sciences Research Council, Medical Research Council, NHGRI NIH HHS",95.0,"Andorra, United States",planteome,ok,"The Planteome database: an integrated resource for reference ontologies, plant genomics and phenomics.",2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",28890946,OncoKB,0.99881655,oncokb,0.99881655,,0.99881655,1,http://oncokb.org/,200,United States,"(40.7339,-74.0054)",,2017-05-16,", Marie-Josée and Henry R. Kravis Center for Molecular Oncology, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Gastrointestinal Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Gynecologic Medical Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Breast Medicine Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Breast Medicine Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Thoracic Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center , New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Head and Neck Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , , Department of Hematology and Oncology, Quest Diagnostics Nichols Institute, 33608 Ortega Highway, San Juan Capistrano, CA, 92675, USA; , Department of R&D and Bioinformatics, Quest Diagnostics Nichols Institute, 33608 Ortega Highway, San Juan Capistrano, CA, 92675, USA; , Head and Neck Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Melanoma and Immunotherapeutics Service, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Gynecologic Medical Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Sarcoma Medical Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; Genitourinary Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Developmental Therapeutics, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Sarcoma Medical Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Gastrointestinal Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Department of Neurology, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Brain Tumor Center, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Department of Neurology, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Department of Oncology and Internal Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Department of Pediatrics, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Genitourinary Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA , Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Department of Pathology, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Department of Pathology, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Marie-Josée and Henry R. Kravis Center f","Baselga J, Baxi SS, Berger MF, Callahan MK, Chakravarty D, Chandarlapaty S, Chang MT, Chi P, Danila D, Gao J, Gounder M, Grupe A, Hantash FM, Harding JJ, Hellmann MD, Ho AL, Hyman DM, Iyer G, Janjigian Y, Kaley T, Kundra R, Ladanyi M, Levine DA, Lowery M, Nissan MH, Omuro A, Paik PK, Paraiso E, Phillips SM, Postow MA, Rathkopf D, Riely GJ, Rudolph JE, Sabbatini P, Saltz LB, Schultz N, Shoushtari AN, Shukla N, Snyder A, Solit DB, Soumerai T, Taylor BS, Traina TA, Voss M, Wang J, Yaeger R, Zehir A, Zhang H",P30 CA008748,NCI NIH HHS,1749.0,"Andorra, United States",oncokb,ok,OncoKB: A Precision Oncology Knowledge Base.,2010-2022
CAPITALIZED,28732212,UALCAN,0.9986914,ualcan,0.9986914,,0.9986914,1,http://ualcan.path.uab.edu,200,United States,"(33.5207,-86.8025)",,2017-07-18,"Molecular and Cellular Pathology, Department of Pathology, University of Alabama at Birmingham; Comprehensive Cancer Center, University of Alabama at Birmingham, Birmingham, AL 35233, USA.","Balasubramanya SAH, Bashel B, Chakravarthi BVSK, Chandrashekar DS, Creighton CJ, Ponce-Rodriguez I, Varambally S","P30 CA125123, R01 CA154980, R01 CA157845",NCI NIH HHS,4258.0,"Andorra, United States",ualcan,ok,UALCAN: A Portal for Facilitating Tumor Subgroup Gene Expression and Survival Analyses.,2010-2022
TITLE_CAPITALIZED,29897488,GlycoStore,0.9984915,,0.9984915,glycostore,0.9984915,1,http://www.glycostore.org,200,United States,"(37.7621,-122.3971)",,2018-09-01,"Bioprocessing Technology Institute, Agency for Science, Technology and Research (A*STAR), Singapore.","Abrahams JL, Campbell MP, Fernandes DL, Nguyen-Khuong T, Packer NH, Royle L, Rudd PM, Spencer D, Walsh I, Zhao S",,"Biomedical Research Council Strategic Positioning Fund, HighGlycoART, Institute for Glycomics, Macquarie University-Ludger Pilot Scheme",59.0,"Andorra, Singapore",glycostore,ok,GlycoStore: a database of retention properties for glycan analysis.,2010-2022
TITLE_CAPITALIZED,22123736,UniProt,0.97680056,,0.97680056,uniprot,0.97680056,1,http://www.ebi.ac.uk/GOA,200,United Kingdom,"(51.8797,-0.4175)",,2011-11-28,"European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK. edimmer@ebi.ac.uk","Alam-Faruque Y, Apweiler R, Argoud-Puy G, Auchincloss A, Axelsen K, Bely B, Blatter MC, Bougueleret L, Boutet E, Braconi-Quintaje S, Breuza L, Bridge A, Browne P, Coudert E, Cusin I, Dimmer EC, Duek-Roggli P, Eberhardt R, Estreicher A, Famiglietti L, Ferro-Rojas S, Feuermann M, Gardner M, Gos A, Gruaz-Gumowski N, Hinz U, Hulo C, Huntley RP, James J, Jimenez S, Jungo F, Keller G, Laiho K, Legge D, Lemercier P, Lieberherr D, Magrane M, Martin MJ, Masson P, Moinat M, Mun Chan W, O'Donovan C, Pedruzzi I, Pichler K, Poggioli D, Poux S, Rivoire C, Roechert B, Sawford T, Schneider M, Sehra H, Stutz A, Sundaram S, Tognolli M, Xenarios I","1U41HG006104-02, 3P41HG002273-09, SP:07/007/23671","British Heart Foundation, NHGRI NIH HHS",314.0,United Kingdom,uniprot,ok,The UniProt-GO Annotation database in 2011.,2010-2022
CAPITALIZED,25326082,PDB,0.0,pdb,0.0,,0.0,1,http://www.eppic-web.org/ewui/\#downloads,200,United States,"(40.7143,-74.0060)",,2014-10-18,,"Baskaran K, Biyani N, Bliven S, Capitani G, Duarte JM",,Intramural NIH HHS,46.0,,pdb,ok,"A PDB-wide, evolution-based assessment of protein-protein interfaces.",2010-2022
TITLE_CAPITALIZED,26153137,EpiFactors,0.99873567,,0.99873567,epifactors,0.99873567,1,http://epifactors.autosome.ru,200,Netherlands,"(52.3740,4.8897)",,2015-07-07,"Institute of Personal and Predictive Medicine of Cancer, 08916 Badalona, Spain, Department of Computational Biology, Vavilov Institute of General Genetics, Russian Academy of Sciences, 119991 Moscow, Russia, ju.medvedeva@gmail.com.","Drabløs F, Ehsani R, Kasukawa T, Khimulya G, Kulakovskiy IV, Lennartsson A, Medvedeva YA, Panahandeh P, Vorontsov IE",,,223.0,"Andorra, Comoros, Spain",epifactors,ok,EpiFactors: a comprehensive database of human epigenetic factors and complexes.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED","30365034, 30371881",iDog,0.99825567,idog,0.99825567,,0.99825567,2,http://bigd.big.ac.cn,200,China,"(39.9075,116.3972)",,2019-01-01,"BIG Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China.","Bao Y, Dong L, Lan L, Li W, Tang B, Wang GD, Xiao J, Zhai S, Zhang X, Zhang YP, Zhang Z, Zhao W, Zhou Q","153F11KYSB20160008, 2016YFB0201702, 2016YFC0901603, 2016YFC0901903, 2016YFE0206600, 2017141, 2017YFC0907502, 2017YFC0907503, 2017YFC0908403, 2017YFC1201200, 2018134, 2018YFC0310602, 31571358, 31671360, 31771465, 91531303, 91731304, KJZD-EW-L14, SQ2017YFSF090210, XDA08020102, XDA19050302, XDB13040500, XXH13505-05","13th Five-year Informatization Plan of Chinese Academy of Sciences, Chinese Academy of Sciences, Five-year Informatization Plan of CAS, International Partnership Program of the CAS, International Partnership Program of the Chinese Academy of Sciences, Key Program of the Chinese Academy of Sciences, National Key R&amp;D Program of China, National Key Research &amp; Development Program of China, National Key Research Program of China, National Natural Science Foundation of China, Special Project on Precision Medicine under the National Key R&amp;D Program",126.0,China,idog,ok,Database Resources of the BIG Data Center in 2019. | iDog: an integrated resource for domestic dogs and wild canids.,2010-2022
TITLE_CAPITALIZED,"29805321, 31444973",Cellosaurus,0.91077185,,0.91077185,cellosaurus,0.91077185,2,https://web.expasy.org/cellosaurus/,200,Germany,"(50.1112,8.6831)",,2018-05-10,"Computer and Laboratory Investigation of Proteins of Human Origin Group, Faculty of Medicine, Swiss Institute of Bioinformatics, University of Geneva, Geneva 4, Switzerland.; CALIPHO Group, SIB Swiss Institute of Bioinformatics, CMU, Geneva, Switzerland.","Bairoch A, Capes-Davis A, Robin T",,,565.0,"Andorra, Switzerland",cellosaurus,ok,"The Cellosaurus, a Cell-Line Knowledge Resource. | CLASTR: The Cellosaurus STR similarity search tool - A precious help for cell line authentication.",2010-2022
TITLE_CAPITALIZED,32090262,dbPepNeo,0.9990477,,0.9990477,dbpepneo,0.9990477,1,http://www.biostatistics.online/dbPepNeo/,200,China,"(30.2936,120.1614)",,2020-01-01,"School of Medical Instrument and Food Engineering, University of Shanghai for Science and Technology, No. 516, Jungong Road, Yangpu District, Shanghai 200093, China.","Huang P, Jian X, Li D, Li Y, Lin Y, Ouyang J, Tan X, Wan H, Wang G, Xie L",,,48.0,"Andorra, China",dbpepneo,ok,dbPepNeo: a manually curated database for human tumor neoantigen peptides.,2010-2022
CAPITALIZED,36311809,CSCS,0.9984288,cscs,0.9984288,,0.9984288,1,http://bioinfo.cemps.ac.cn/CSCS/,200,China,"(31.2222,121.4581)",,2021-05-31,"National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Shanghai Institute of Plant Physiology and Ecology, Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences, 300 Fenglin Road, Shanghai, 200032 China.","Ran X, Tang T, Wang M, Ye L, Zhang Y, Zhao F, Zhuang Y",,,2.0,"Andorra, China",cscs,ok,CSCS: a chromatin state interface for Chinese Spring bread wheat.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",34147079,ORFik,0.99716794,orfik,0.99716794,,0.99716794,1,http://bioconductor.org/packages/ORFik,200,United Kingdom,"(51.5085,-0.1257)",,2021-06-19,"Computational Biology Unit, Department of Informatics, University of Bergen, Bergen, Norway.","Chyżyńska K, Labun K, Tjeldnes H, Torres Cleuren Y, Valen E, Świrski M","250049, TEAM POIR.04.04.00-00-5C33/17-00","Bergens Forskningsstiftelse, European Regional Development Fund, Norges Forskningsråd",33.0,Norway,orfik,ok,ORFik: a comprehensive R toolkit for the analysis of translation.,2010-2022
TITLE_CAPITALIZED,31337975,SAROTUP,0.9967861,sarotup,0.9967861,,0.9967861,1,http://i.uestc.edu.cn/sarotup3,200,China,"(30.6667,104.0667)",,2019-06-02,"School of Medicine, Guizhou University, Guiyang 550025, China.","Chen H, He B, Huang J, Li N",,,24.0,China,sarotup,ok,SAROTUP: a suite of tools for finding potential target-unrelated peptides from phage display data.,2010-2022
TITLE_CAPITALIZED,29912458,CircadiOmics,0.9963923,,0.9963923,circadiomics,0.9963923,1,http://circadiomics.ics.uci.edu,200,United States,"(33.6695,-117.8231)",,2018-07-01,"Department of Computer Science, University of California, Irvine, CA 92617, USA.","Agostinelli F, Baldi P, Ceglia N, Chen S, Eckel-Mahan K, Liu Y, Sassone-Corsi P","D17AP00002, GM123558, R01 GM123558","Defense Advanced Research Projects Agency, NIGMS NIH HHS, National Institute of General Medical Sciences",35.0,United States,circadiomics,ok,CircadiOmics: circadian omic web portal.,2010-2022
TITLE_CAPITALIZED,29746699,RepeatsDB,0.925015,,0.925015,repeatsdb,0.925015,1,http://protein.bio.unipd.it/repeatsdb-lite,200,Italy,"(45.4080,11.8859)",,2018-07-01,"Dept. of Biomedical Sciences, University of Padua, Padua, Italy.","Hirsh L, Paladin L, Piovesan D, Tosatto SCE",,,22.0,Italy,repeatsdb,ok,RepeatsDB-lite: a web server for unit annotation of tandem repeat proteins.,2010-2022
TITLE_CAPITALIZED,22096232,BioSample Database,0.8138091,,0.8138091,biosample database,0.8138091,1,http://www.ebi.ac.uk/biosamples,200,United Kingdom,"(51.8797,-0.4175)",,2011-11-16,"EMBL-EBI, the European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.","Brandizi M, Brazma A, Faulconbridge A, Fernandez-Banet J, Gostev M, Parkinson H, Sarkans U","BB/G000638/1, BB/G022755/1, FP7_201413, FP7_241669","Biotechnology and Biological Sciences Research Council, European Commission FP7",43.0,United Kingdom,biosample database,ok,The BioSample Database (BioSD) at the European Bioinformatics Institute.,2010-2022
TITLE_CAPITALIZED,27716338,OncoPaD,0.99898756,,0.99898756,oncopad,0.99898756,1,http://www.intogen.org/oncopad,200,Spain,"(41.3888,2.1590)",,2016-10-03,"Research Program on Biomedical Informatics, IMIM Hospital del Mar Medical Research Institute and Universitat Pompeu Fabra, Doctor Aiguader 88, 08003, Barcelona, Catalonia, Spain.","Deu-Pons J, Gonzalez-Perez A, Lopez-Bigas N, Rubio-Perez C, Tamborero D","RYC-2013-14554, SAF2012-36199","Departament d&apos;Innovació, Generalitat de Catalunya, Ministerio de Economía y Competitividad, Universitats i Empresa",2.0,"Andorra, Morocco, Spain",oncopad,ok,Rational design of cancer gene panels with OncoPaD.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",30525651,Proxl,0.99863285,proxl,0.99863285,,0.99863285,1,http://proxl-ms.org/,200,United States,"(37.7621,-122.3971)",,2018-12-19,"Department of Biochemistry , University of Washington , Seattle , Washington 98195 , United States.","Davis TN, Jaschob D, Riffle M, Zelter A","P41 GM103533, UWPR95794","NIGMS NIH HHS, National Institute of General Medical Sciences, University of Washington",7.0,United States,proxl,ok,"Proxl (Protein Cross-Linking Database): A Public Server, QC Tools, and Other Major Updates.",2010-2022
CAPITALIZED,"26527191, 30358807",UGENE,0.99845755,ugene,0.99845755,,0.99845755,2,http://ugene.net/download.html,200,United States,"(37.7621,-122.3971)",,2015-09-03,"BioInfoExperts, LLC, Thibodaux, LA, USA.","Fursov MY, Golosova O, Grekhov GA, Prosperi M, Protsyuk IV, Rose R, Sukhomlinov D, Tiunov A, Tiunov AV",634650,European Union’s Horizon 2020,55.0,United States,ugene,ok,Shared bioinformatics databases within the Unipro UGENE platform. | Flexible design of multiple metagenomics classification pipelines with UGENE.,2010-2022
