global_row,chunk,best_name,paper_titles,best_name_updated,full_name_updated,confidence,notes
180,1,ProBiS,"ProBiS tools (algorithm, database, and web servers) for predicting and modeling of biologically interesting proteins.",ProBiS,ProBiS,HIGH,No expansion in title - using short name
181,1,Alientoma,"Alientoma, a Dynamic Database for Alien Insects in Greece and Its Use by Citizen Scientists in Mapping Alien Species.",Alientoma,Alientoma,HIGH,No expansion in title - using short name
182,1,Arena-Idb,Arena-Idb: a platform to build human non-coding RNA interaction networks.,Arena-Idb,Arena-Idb,HIGH,No expansion in title - using short name
183,1,CoMPARA,CoMPARA: Collaborative Modeling Project for Androgen Receptor Activity.,CoMPARA,CoMPARA,HIGH,No expansion in title - using short name
184,1,PLORAS,The PLORAS Database: A data repository for Predicting Language Outcome and Recovery After Stroke.,PLORAS,PLORAS,HIGH,No expansion in title - using short name
185,1,Planet Microbe,Planet Microbe: a platform for marine microbiology to discover and analyze interconnected 'omics and environmental data.,Planet Microbe,Planet Microbe,HIGH,No expansion in title - using short name
186,1,STarMirDB,STarMirDB: A database of microRNA binding sites. | Sfold Tools for MicroRNA Target Prediction.,STarMirDB,STarMirDB,HIGH,No expansion in title - using short name
187,1,PathMe,PathMe: merging and exploring mechanistic pathway knowledge.,PathMe,PathMe,HIGH,No expansion in title - using short name
188,1,SHIELD,SHIELD: an integrative gene expression database for inner ear research.,SHIELD,SHIELD,HIGH,No expansion in title - using short name
189,1,KANPHOS,KANPHOS: A Database of Kinase-Associated Neural Protein Phosphorylation in the Brain.,KANPHOS,KANPHOS,HIGH,No expansion in title - using short name
190,1,PathwaysWeb,"PathwaysWeb: a gene pathways API with directional interactions, expanded gene ontology, and versioning.",PathwaysWeb,PathwaysWeb,HIGH,No expansion in title - using short name
191,1,PGP,PGP repository: a plant phenomics and genomics data publication infrastructure.,PGP,PGP,HIGH,No expansion in title - using short name
192,1,UniRule,UniRule: a unified rule resource for automatic annotation in the UniProt Knowledgebase.,UniRule,UniRule,HIGH,No expansion in title - using short name
193,1,Yvis,Yvis: antibody high-density alignment visualization and analysis platform with an integrated database.,Yvis,Yvis,HIGH,No expansion in title - using short name
194,1,LION LBD,LION LBD: a literature-based discovery system for cancer biology.,LION LBD,LION LBD,HIGH,No expansion in title - using short name
195,1,rpoB,Development of a database and standardized approach for rpoB sequence-based subtyping and identification of aerobic spore-forming Bacillales.,rpoB,rpoB,HIGH,No expansion in title - using short name
196,1,FARSEEING,The FARSEEING real-world fall repository: a large-scale collaborative database to collect and share sensor signals from real-world falls.,FARSEEING,FARSEEING,HIGH,No expansion in title - using short name
197,1,Phenol-Explorer,Phenol-Explorer 2.0: a major update of the Phenol-Explorer database integrating data on polyphenol metabolism and pharmacokinetics in humans and experimental animals.,Phenol-Explorer,Phenol-Explorer,HIGH,No expansion in title - using short name
198,1,TraV,TraV: a genome context sensitive transcriptome browser.,TraV,TraV,HIGH,No expansion in title - using short name
199,1,Breedbase,High density genotype storage for plant breeding in the Chado schema of Breedbase.,Breedbase,Breedbase,HIGH,No expansion in title - using short name
200,1,vHOG,"vHOG, a multispecies vertebrate ontology of homologous organs groups.",vHOG,vHOG,HIGH,No expansion in title - using short name
202,2,DRUMS,DRUMS: Disk Repository with Update Management and Select option for high throughput sequencing data.,DRUMS,Disk Repository with Update Management and Select option,HIGH,Explicit expansion: 'DRUMS: Disk Repository with Update Management and Select option'
203,2,Pathos,Pathos: a web facility that uses metabolic maps to display experimental changes in metabolites identified by mass spectrometry.,Pathos,Pathos,HIGH,No explicit expansion in title
204,2,ChromoZoom,"ChromoZoom: a flexible, fluid, web-based genome browser.",ChromoZoom,ChromoZoom,HIGH,No explicit expansion in title
205,2,SIDER,The SIDER database of drugs and side effects.,SIDER,SIDER,HIGH,No explicit expansion in title
206,2,RaptorX,RaptorX server: a resource for template-based protein structure modeling.,RaptorX,RaptorX,HIGH,No explicit expansion in title
207,2,EDGAR,EDGAR 2.0: an enhanced software platform for comparative gene content analyses.,EDGAR,EDGAR,HIGH,No explicit expansion in title
208,2,BioMart,"The BioMart community portal: an innovative alternative to large, centralized data repositories.",BioMart,BioMart,HIGH,No explicit expansion in title
209,2,RDmap,RDmap: a map for exploring rare diseases.,RDmap,RDmap,HIGH,No explicit expansion in title
210,2,ConsRM,"ConsRM: collection and large-scale prediction of the evolutionarily conserved RNA methylation sites, with implications for the functional epitranscriptome.",ConsRM,ConsRM,HIGH,No explicit expansion in title
211,2,InteractoMIX,Galaxy InteractoMIX: An Integrated Computational Platform for the Study of Protein-Protein Interaction Data.,InteractoMIX,InteractoMIX,HIGH,No explicit expansion in title
212,2,RDMLdb,RDML-Ninja and RDMLdb for standardized exchange of qPCR data.,RDMLdb,RDMLdb,HIGH,No explicit expansion in title
213,2,Kakila,"Kakila database: Towards a FAIR community approved database of cetacean presence in the waters of the Guadeloupe Archipelago, based on citizen science.",Kakila,Kakila,HIGH,No explicit expansion in title
214,2,lycositeAtlas,<i>N</i>-GlycositeAtlas: a database resource for mass spectrometry-based human N-linked glycoprotein and glycosylation site mapping.,lycositeAtlas,lycositeAtlas,HIGH,No explicit expansion in title
215,2,Metabolomics Workbench,"Metabolomics Workbench: An international repository for metabolomics data and metadata, metabolite standards, protocols, tutorials and training, and analysis tools.",Metabolomics Workbench,Metabolomics Workbench,HIGH,No explicit expansion in title
216,2,CHRS,"The CHRS Data Portal, an easily accessible public repository for PERSIANN global satellite precipitation data.",CHRS,CHRS,HIGH,No explicit expansion in title
217,2,EnhancerDB,EnhancerDB: a resource of transcriptional regulation in the context of enhancers.,EnhancerDB,EnhancerDB,HIGH,No explicit expansion in title
218,2,MalarImDB,MalarImDB: an open-access literature-based malaria immunology database.,MalarImDB,MalarImDB,HIGH,No explicit expansion in title
219,2,VDJbase,VDJbase: an adaptive immune receptor genotype and haplotype database.,VDJbase,VDJbase,HIGH,No explicit expansion in title
220,2,RVDB-prot,"RVDB-prot, a reference viral protein database and its HMM profiles.",RVDB-prot,RVDB-prot,HIGH,No explicit expansion in title
221,2,EORNA,"EORNA, a barley gene and transcript abundance database.",EORNA,EORNA,HIGH,No explicit expansion in title
222,2,ATtRACT,ATtRACT-a database of RNA-binding proteins and associated motifs.,ATtRACT,ATtRACT,HIGH,No explicit expansion in title
223,2,BIONDA,BIONDA: a free database for a fast information on published biomarkers.,BIONDA,BIONDA,HIGH,No explicit expansion in title
224,2,GPCRmd,GPCRmd uncovers the dynamics of the 3D-GPCRome.,GPCRmd,GPCRmd,HIGH,No explicit expansion in title
225,2,ConjuPepDB,ConjuPepDB: a database of peptide-drug conjugates.,ConjuPepDB,ConjuPepDB,HIGH,No explicit expansion in title
226,2,MassIVE.quant,MassIVE.quant: a community resource of quantitative mass spectrometry-based proteomics datasets.,MassIVE.quant,MassIVE.quant,HIGH,No explicit expansion in title
227,2,OncoCis,OncoCis: annotation of cis-regulatory mutations in  cancer.,OncoCis,OncoCis,HIGH,No explicit expansion in title
228,2,PaIntDB,PaIntDB: network-based omics integration and visualization using protein-protein interactions in Pseudomonas aeruginosa.,PaIntDB,PaIntDB,HIGH,No explicit expansion in title
229,2,eSkip-Finder,eSkip-Finder: a machine learning-based web application and database to identify the optimal sequences of antisense oligonucleotides for exon skipping.,eSkip-Finder,eSkip-Finder,HIGH,No explicit expansion in title
230,2,DIA-DB,DIA-DB: A Database and Web Server for the Prediction of Diabetes Drugs.,DIA-DB,DIA-DB,HIGH,No explicit expansion in title
231,2,PolyTB,PolyTB: a genomic variation map for Mycobacterium tuberculosis.,PolyTB,PolyTB,HIGH,No explicit expansion in title
232,2,CCMRD,CCMRD: a solid-state NMR database for complex carbohydrates.,CCMRD,CCMRD,HIGH,No explicit expansion in title
233,2,ExportAid,ExportAid: database of RNA elements regulating nuclear RNA export in mammals.,ExportAid,ExportAid,HIGH,No explicit expansion in title
234,2,Mitimpact (bioinformatics),MitImpact: an exhaustive collection of pre-computed pathogenicity predictions of human mitochondrial non-synonymous variants.,Mitimpact (bioinformatics),Mitimpact (bioinformatics),HIGH,No explicit expansion in title
235,2,CORDITE,CORDITE: The Curated CORona Drug InTERactions Database for SARS-CoV-2.,CORDITE,CORDITE,HIGH,No explicit expansion in title
236,2,EffectorK,"EffectorK, a comprehensive resource to mine for Ralstonia, Xanthomonas, and other published effector interactors in the Arabidopsis proteome.",EffectorK,EffectorK,HIGH,No explicit expansion in title
237,2,IMNGS,IMNGS: A comprehensive open resource of processed 16S rRNA microbial profiles for ecology and diversity studies.,IMNGS,IMNGS,HIGH,No explicit expansion in title
238,2,CRISPRminer,CRISPRminer is a knowledge base for exploring CRISPR-Cas systems in microbe and phage interactions.,CRISPRminer,CRISPRminer,HIGH,No explicit expansion in title
239,2,OverCOVID,Bioinformatics resources facilitate understanding and harnessing clinical research of SARS-CoV-2. | OverCOVID: an integrative web portal for SARS-CoV-2 bioinformatics resources.,OverCOVID,OverCOVID,HIGH,No explicit expansion in title
240,2,piRNA-IPdb,piRNA-IPdb: a PIWI-bound piRNAs database to mining NGS sncRNA data and beyond.,piRNA-IPdb,piRNA-IPdb,HIGH,No explicit expansion in title
241,2,S2RSLDB,"S2RSLDB: a comprehensive manually curated, internet-accessible database of the sigma-2 receptor selective ligands.",S2RSLDB,S2RSLDB,HIGH,No explicit expansion in title
242,2,openSNP,openSNP--a crowdsourced web resource for personal genomics.,openSNP,openSNP,HIGH,No explicit expansion in title
243,2,SCAN360,"SCAN360: A Resource for a 360-Degree View of Cancer Prevention, Risk, and Survival.",SCAN360,SCAN360,HIGH,No explicit expansion in title
244,2,iGMDR,iGMDR: Integrated Pharmacogenetic Resource Guide to Cancer Therapy and Research.,iGMDR,iGMDR,HIGH,No explicit expansion in title
245,2,LeishInDB,LeishInDB: A web-accessible resource for small molecule inhibitors against Leishmania sp.,LeishInDB,LeishInDB,HIGH,No explicit expansion in title
246,2,EK3D,EK3D: an E. coli K antigen 3-dimensional structure database.,EK3D,EK3D,HIGH,No explicit expansion in title
247,2,HelexKids,HelexKids: A word frequency database for Greek and Cypriot primary school children.,HelexKids,HelexKids,HIGH,No explicit expansion in title
248,2,MetaPhOrs,"MetaPhOrs 2.0: integrative, phylogeny-based inference of orthology and paralogy across the tree of life.",MetaPhOrs,MetaPhOrs,HIGH,No explicit expansion in title
249,2,sdAb-DB,sdAb-DB: The Single Domain Antibody Database.,sdAb-DB,sdAb-DB,HIGH,No explicit expansion in title
250,2,AMRmap,AMRmap: An Interactive Web Platform for Analysis of Antimicrobial Resistance Surveillance Data in Russia.,AMRmap,AMRmap,HIGH,No explicit expansion in title
251,2,COVID-KOP,COVID-KOP: integrating emerging COVID-19 data with the ROBOKOP database.,COVID-KOP,COVID-KOP,HIGH,No explicit expansion in title
252,2,MaveQuest,MaveQuest: a web resource for planning experimental tests of human variant effects.,MaveQuest,MaveQuest,HIGH,No explicit expansion in title
253,2,EpigenCentral,EpigenCentral: Portal for DNA methylation data analysis and classification in rare diseases.,EpigenCentral,EpigenCentral,HIGH,No explicit expansion in title
254,2,iModulonDB,iModulonDB: a knowledgebase of microbial transcriptional regulation derived from machine learning.,iModulonDB,iModulonDB,HIGH,No explicit expansion in title
255,2,TOFF,"TOFF, a database of traits of fish to promote advances in fish aquaculture.",TOFF,TOFF,HIGH,No explicit expansion in title
256,2,BASS,A new type of pictorial database: The Bicolor Affective Silhouettes and Shapes (BASS).,BASS,Bicolor Affective Silhouettes and Shapes,HIGH,Explicit expansion: 'Bicolor Affective Silhouettes and Shapes (BASS)'
257,2,CoV-AbDab,CoV-AbDab: the coronavirus antibody database.,CoV-AbDab,CoV-AbDab,HIGH,No explicit expansion in title
258,2,MicrobiomeDB,"MicrobiomeDB: a systems biology platform for integrating, mining and analyzing microbiome experiments.",MicrobiomeDB,MicrobiomeDB,HIGH,No explicit expansion in title
259,2,G4RNA,G4RNA: an RNA G-quadruplex database.,G4RNA,G4RNA,HIGH,No explicit expansion in title
260,2,DiseaseConnect,DiseaseConnect: a comprehensive web server for mechanism-based disease-disease connections.,DiseaseConnect,DiseaseConnect,HIGH,No explicit expansion in title
