pmid,title,entity,false_positive_reason,pattern_categories,num_patterns
25881043,GraphSAW: a web-based system for graphical analysis of drug interactions and side effects using pharmaceutical and molecular data.,,Uses resource as analysis tool; Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"using_with, analysis_study",2
21545712,"SNiPlay: a web-based tool for detection, management and analysis of SNPs. Application to grapevine diversity projects.",,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
27043857,PDB2Graph: A toolbox for identifying critical amino acids map in proteins based on graph theory.,,Uses resource as analysis tool; Describes method/approach based on resource data; Multiple usage indicators (2 categories),"reveals_identifies, based_approach",2
29096505,The BioFragment Database (BFDb): An open-data platform for computational chemistry analysis of noncovalent interactions.,bfdb,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
32501478,SnpHub: an easy-to-set-up web server framework for exploring large-scale genomic variation data in the post-genomic era with applications in wheat.,snphub,Uses resource as analysis tool; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"using_with, mining_data",2
28459991,GASS-WEB: a web server for identifying enzyme active sites based on genetic algorithms.,gass-web,Uses resource as analysis tool; Describes method/approach based on resource data; Multiple usage indicators (2 categories),"reveals_identifies, based_approach",2
24715218,CancerEST: a web-based tool for automatic meta-analysis of public EST data.,,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
31147699,ORVAL: a novel platform for the prediction and exploration of disease-causing oligogenic variant combinations.,orval,Data mining/querying of existing resource; Multiple usage indicators (2 categories),"mining_data, tool_for",2
21586582,iPBA: a tool for protein structure comparison using sequence alignment strategies.,ipba,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
28449106,"MicrobiomeAnalyst: a web-based tool for comprehensive statistical, visual and meta-analysis of microbiome data.",,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
27318307,Comprehensive analysis of the N-glycan biosynthetic pathway using bioinformatics to generate UniCorn: A theoretical N-glycan structure database.,,Uses resource as analysis tool; Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"using_with, analysis_study",2
27864762,"In Silico Methods for Cell Annotation, Quantification of Gene Expression, and Cell Geometry at Single-Cell Resolution Using 3DCellAtlas.",,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
26504140,GenoWAP: GWAS signal prioritization through integrated analysis of genomic functional annotation.,,Uses resource as analysis tool; Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"using_with, analysis_study",2
33526072,GeneWalk identifies relevant gene functions for a biological context using network representation learning.,,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, reveals_identifies",2
28362818,VivaxGEN: An open access platform for comparative analysis of short tandem repeat genotyping data in Plasmodium vivax populations.,,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
28229138,Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data.,,Data mining/querying of existing resource; Multiple usage indicators (2 categories),"mining_data, tool_for",2
29800349,"GDA, a web-based tool for Genomics and Drugs integrated analysis.",gda,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
29257129,"Verification of Arabidopsis stock collections using SNPmatch, a tool for genotyping high-plexed samples.",,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
30519231,BAC-BROWSER: The Tool for Visualization and Analysis of Prokaryotic Genomes.,,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
29113997,ImaEdge - a platform for quantitative analysis of the spatiotemporal dynamics of cortical proteins during cell polarization.,,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
28594829,"Mendel,MD: A user-friendly open-source web tool for analyzing WES and WGS in the diagnosis of patients with Mendelian disorders.",,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
28275836,[se-atlas - the health service information platform for people with rare diseases : Supporting research on medical care institutions and support groups].,,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
26564970,pubmed.mineR: an R package with text-mining algorithms to analyse PubMed abstracts.,,Uses resource as analysis tool; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"using_with, mining_data",2
33027504,PredHPI: an integrated web server platform for the detection and visualization of host-pathogen interactions using sequence-based methods.,,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
33363710,FangNet: Mining herb hidden knowledge from TCM clinical effective formulas using structure network algorithm.,,Uses resource as analysis tool; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"using_with, mining_data",2
30886627,DMfold: A Novel Method to Predict RNA Secondary Structure With Pseudoknots Based on Deep Learning and Improved Base Pair Maximization Principle.,dmfold,Uses resource as analysis tool; Describes method/approach based on resource data; Multiple usage indicators (2 categories),"using_with, based_approach",2
25887597,ColoWeb: a resource for analysis of colocalization of genomic features.,,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
34132767,VoroContacts: a tool for the analysis of interatomic contacts in macromolecular structures.,,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
33776956,AMRmap: An Interactive Web Platform for Analysis of Antimicrobial Resistance Surveillance Data in Russia.,amrmap,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
24516325,WGDB: Wood Gene Database with search interface.,wgdb,Uses resource as analysis tool; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"using_with, mining_data",2
23735196,Ontology-Based Querying with Bio2RDF's Linked Open Data.,,Uses resource as analysis tool; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"using_with, mining_data",2
26411868,MDD-SOH: exploiting maximal dependence decomposition to identify S-sulfenylation sites with substrate motifs.,mdd-soh,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, reveals_identifies",2
32415965,Palantir: a springboard for the analysis of secondary metabolite gene clusters in large-scale genome mining projects.,,Focuses on analysis/study using data from resource; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"analysis_study, mining_data",2
