pmid,title,primary_entity_short,matched_categories,pattern_count
32397982,TAMA: improved metagenomic sequence classification through meta-analysis.,tama,"comparison_benchmark, computational_ml, data_integration",3
25629585,MAGIC: an automated N-linked glycoprotein identification tool using a Y1-ion pattern matching algorithm and in silico MS² approach.,magic,"workflow_pipeline, computational_ml, using_phrases",3
22166047,RefNetBuilder: a platform for construction of integrated reference gene regulatory networks from expressed sequence tags.,,"workflow_pipeline, data_integration, using_phrases",3
33212503,DeepBL: a deep learning-based approach for in silico discovery of beta-lactamases.,deepbl,"workflow_pipeline, computational_ml, using_phrases",3
31702789,BAGSE: a Bayesian hierarchical model approach for gene set enrichment analysis.,bagse,"workflow_pipeline, comparison_benchmark, computational_ml",3
32144346,NBIA: a network-based integrative analysis framework - applied to pathway analysis.,nbia,"workflow_pipeline, comparison_benchmark, using_phrases",3
25346946,"XGlycScan: An Open-source Software For N-linked Glycosite Assignment, Quantification and Quality Assessment of Data from Mass Spectrometry-based Glycoproteomic Analysis.",,"workflow_pipeline, comparison_benchmark, using_phrases",3
22113082,GenomicTools: a computational platform for developing high-throughput analytics in genomics.,,"workflow_pipeline, computational_ml, using_phrases",3
26138036,"CER Hub: An informatics platform for conducting comparative effectiveness research using multi-institutional, heterogeneous, electronic clinical data.",,"workflow_pipeline, comparison_benchmark, using_phrases",3
26315209,"CSN and CAVA: variant annotation tools for rapid, robust next-generation sequencing analysis in the clinical setting.",cava,"workflow_pipeline, comparison_benchmark, using_phrases",3
33431029,"The ChemicalToolbox: reproducible, user-friendly cheminformatics analysis on the Galaxy platform.",,"workflow_pipeline, comparison_benchmark, using_phrases",3
23221176,Using binary classification to prioritize and curate articles for the Comparative Toxicogenomics Database.,,"comparison_benchmark, computational_ml, using_phrases",3
33084862,BastionHub: a universal platform for integrating and analyzing substrates secreted by Gram-negative bacteria.,,"workflow_pipeline, comparison_benchmark, data_integration",3
24861622,MORPHIN: a web tool for human disease research by projecting model organism biology onto a human integrated gene network.,morphin,"workflow_pipeline, computational_ml, data_integration",3
24829452,TogoTable: cross-database annotation system using the Resource Description Framework (RDF) data model.,,"workflow_pipeline, computational_ml, using_phrases",3
25254639,IDEPI: rapid prediction of HIV-1 antibody epitopes and other phenotypic features from sequence data using a flexible machine learning platform.,idepi,"workflow_pipeline, computational_ml, using_phrases",3
26087185,Virus-Clip: a fast and memory-efficient viral integration site detection tool at single-base resolution with annotation capability.,,"workflow_pipeline, data_integration, using_phrases",3
32426808,MetaSanity: an integrated microbial genome evaluation and annotation pipeline.,,"workflow_pipeline, comparison_benchmark, data_integration",3
30497361,miRTissue: a web application for the analysis of miRNA-target interactions in human tissues.,,"comparison_benchmark, using_phrases, validation_study",3
24949626,"IIS--Integrated Interactome System: a web-based platform for the annotation, analysis and visualization of protein-metabolite-gene-drug interactions by integrating a variety of data sources and tools.",iis,"workflow_pipeline, comparison_benchmark, data_integration",3
29558135,"PACOM: A Versatile Tool for Integrating, Filtering, Visualizing, and Comparing Multiple Large Mass Spectrometry Proteomics Data Sets.",pacom,"workflow_pipeline, comparison_benchmark, data_integration",3
31760951,TS-GOEA: a web tool for tissue-specific gene set enrichment analysis based on gene ontology.,ts-goea,"workflow_pipeline, comparison_benchmark, using_phrases",3
28389638,IMGMD: A platform for the integration and standardisation of In silico Microbial Genome-scale Metabolic Models.,imgmd,"workflow_pipeline, data_integration, using_phrases",3
24210098,Metadata-driven comparative analysis tool for sequences (meta-CATS): an automated process for identifying significant sequence variations that correlate with virus attributes.,,"workflow_pipeline, comparison_benchmark, using_phrases",3
"23160414, 23703206",Accelerating literature curation with text-mining tools: a case study of using PubTator to curate genes in PubMed abstracts.,,"workflow_pipeline, using_phrases, validation_study",3
"28472511, 31114916","WebGestalt 2017: a more comprehensive, powerful, flexible and interactive gene set enrichment analysis toolkit.",,"workflow_pipeline, comparison_benchmark, data_integration",3
31477007,SalMotifDB: a tool for analyzing putative transcription factor binding sites in salmonid genomes.,,"workflow_pipeline, comparison_benchmark, using_phrases",3
34814330,Purimeth: an integrated web-based tool for estimating and accounting for tumor purity in cancer DNA methylation studies.,,"workflow_pipeline, data_integration, using_phrases",3
29699486,Integrative analysis and machine learning on cancer genomics data using the Cancer Systems Biology Database (CancerSysDB).,,"comparison_benchmark, computational_ml, using_phrases",3
31315562,MCtandem: an efficient tool for large-scale peptide identification on many integrated core (MIC) architecture.,,"workflow_pipeline, data_integration, using_phrases",3
32897080,METATRYP v 2.0: Metaproteomic Least Common Ancestor Analysis for Taxonomic Inference Using Specialized Sequence Assemblies-Standalone Software and Web Servers for Marine Microorganisms and Coronaviruses.,metatryp,"workflow_pipeline, comparison_benchmark, using_phrases",3
24423189,gsGator: an integrated web platform for cross-species gene set analysis.,,"workflow_pipeline, comparison_benchmark, data_integration",3
33954706,EMNUSS: a deep learning framework for secondary structure annotation in cryo-EM maps.,emnuss,"workflow_pipeline, computational_ml, using_phrases",3
31606387,icSHAPE-pipe: A comprehensive toolkit for icSHAPE data analysis and evaluation.,,"workflow_pipeline, comparison_benchmark, data_integration",3
22285826,"The Transcriptome Analysis and Comparison Explorer--T-ACE: a platform-independent, graphical tool to process large RNAseq datasets of non-model organisms.",t-ace,"workflow_pipeline, comparison_benchmark, computational_ml",3
"28520987, 33963869",ProteoSign: an end-user online differential proteomics statistical analysis platform.,,"workflow_pipeline, comparison_benchmark, computational_ml",3
23898041,CrusView: a Java-based visualization platform for comparative genomics analyses in Brassicaceae species.,,"workflow_pipeline, comparison_benchmark, using_phrases",3
26869702,expVIP: a Customizable RNA-seq Data Analysis and Visualization Platform.,expvip,"workflow_pipeline, comparison_benchmark, data_integration",3
28454514,QueryOR: a comprehensive web platform for genetic variant analysis and prioritization.,,"workflow_pipeline, comparison_benchmark, data_integration",3
23496817,CGAP: a new comprehensive platform for the comparative analysis of chloroplast genomes.,cgap,"workflow_pipeline, comparison_benchmark, data_integration",3
23026555,"MetaSAMS--a novel software platform for taxonomic classification, functional annotation and comparative analysis of metagenome datasets.",,"workflow_pipeline, comparison_benchmark, computational_ml",3
31782758,Proactive visual and statistical analysis of genomic data in Epiviz.,epiviz,"comparison_benchmark, computational_ml, using_phrases",3
31577829,"ProphET, prophage estimation tool: A stand-alone prophage sequence prediction tool with self-updating reference database.",,"workflow_pipeline, computational_ml, using_phrases",3
29893890,RNA Framework: an all-in-one toolkit for the analysis of RNA structures and post-transcriptional modifications.,,"workflow_pipeline, comparison_benchmark, using_phrases",3
28453649,"PMut: a web-based tool for the annotation of pathological variants on proteins, 2017 update.",pmut,"workflow_pipeline, using_phrases, database_update",3
24372041,miRror2.0: a platform for assessing the joint action of microRNAs in cell regulation.,,"workflow_pipeline, comparison_benchmark, using_phrases",3
22689639,BiForce Toolbox: powerful high-throughput computational analysis of gene-gene interactions in genome-wide association studies.,,"comparison_benchmark, computational_ml, using_phrases",3
31151998,GRAF-pop: A Fast Distance-Based Method To Infer Subject Ancestry from Multiple Genotype Datasets Without Principal Components Analysis.,graf,"workflow_pipeline, comparison_benchmark, using_phrases",3
23782616,"ChroMoS: an integrated web tool for SNP classification, prioritization and functional interpretation.",,"workflow_pipeline, computational_ml, data_integration",3
