pmid,title,primary_entity_short,primary_entity_long,setfit_confidence,matched_categories,num_categories
33335686,ProdMX: Rapid query and analysis of protein functional domain based on compressed sparse matrices.,prodmx,,0.72631526,analysis_studies,1
23272111,MultiMetEval: comparative and multi-objective analysis of genome-scale metabolic models.,,multimeteval,,analysis_studies,1
25196204,Vanno: a visualization-aided variant annotation tool.,vanno,,,variants_mutations,1
32392343,Oviz-Bio: a web-based platform for interactive cancer genomics data visualization.,,oviz-bio,,clinical_disease,1
24953454,VANESA - a software application for the visualization and analysis of networks in system biology applications.,vanesa,,,analysis_studies,1
26283320,Classifying the bacterial gut microbiota of termites and cockroaches: A curated phylogenetic reference database (DictDb).,dictdb,,0.7128837,analysis_studies,1
32985524,SV-HotSpot: detection and visualization of hotspots targeted by structural variants associated with gene expression.,,sv-hotspot,,clinical_disease,1
25113421,GlycoMaster DB: software to assist the automated identification of N-linked glycopeptides by tandem mass spectrometry.,,glycomaster db,,gene_function,1
22323337,KMD: Korean Mutation Database for genes related to diseases.,kmd,,0.70450145,variants_mutations,1
26821742,"RiboGalaxy: A browser based platform for the alignment, analysis and visualization of ribosome profiling data.",,ribogalaxy,,analysis_studies,1
27384129,mCSM-lig: quantifying the effects of mutations on protein-small molecule affinity in genetic disease and emergence of drug resistance.,,mcsm-lig,,"clinical_disease, drug_compound",2
30577887,Ultra-Rapid Reporting of GENomic Targets (URGENTseq): Clinical Next-Generation Sequencing Results within 48 Hours of Sample Collection.,,urgentseq,,clinical_disease,1
27262858,INFRAFRONTIER: a European resource for studying the functional basis of human disease.,infrafrontier,,0.6748876,clinical_disease,1
29860484,VarAFT: a variant annotation and filtration system for human next generation sequencing data.,varaft,,,variants_mutations,1
24237904,SNPMeta: SNP annotation and SNP metadata collection without a reference genome.,,snpmeta,0.7208347,variants_mutations,1
24597646,AlzPlatform: an Alzheimer's disease domain-specific chemogenomics knowledgebase for polypharmacology and target identification research.,,alzplatform,0.7105009,clinical_disease,1
34824199,Network medicine for disease module identification and drug repurposing with the NeDRex platform.,nedrex,,0.7153222,"clinical_disease, drug_compound",2
24772454,rCAD: A Novel Database Schema for the Comparative Analysis of RNA.,rcad,,0.72413546,analysis_studies,1
29733379,oriTfinder: a web-based tool for the identification of origin of transfers in DNA sequences of bacterial mobile genetic elements.,,oritfinder,,gene_function,1
31830251,FFLtool: a web server for transcription factor and miRNA feed forward loop analysis in human.,,ffltool,,clinical_disease,1
25210196,Proteome-wide subcellular topologies of E. coli polypeptides database (STEPdb).,stepdb,,0.71523875,analysis_studies,1
31822517,SNP-CRISPR: A Web Tool for SNP-Specific Genome Editing.,snp-crispr,,,variants_mutations,1
30165481,NCycDB: a curated integrative database for fast and accurate metagenomic profiling of nitrogen cycling genes.,ncycdb,,,analysis_studies,1
27016700,CD-REST: a system for extracting chemical-induced disease relation in literature.,cd-rest,,,clinical_disease,1
27630248,GAPP: A Proteogenomic Software for Genome Annotation and Global Profiling of Post-translational Modifications in Prokaryotes.,gapp,,,analysis_studies,1
30888556,Elucidating the druggability of the human proteome with eFindSite.,,efindsite,,analysis_studies,1
32598921,VectorInfo: A web resource for medically important Indian arthropod disease vectors.,,vectorinfo,0.717963,clinical_disease,1
27224977,Taxonomer: an interactive metagenomics analysis portal for universal pathogen detection and host mRNA expression profiling.,,taxonomer,,analysis_studies,1
31448343,Using the MR-Base platform to investigate risk factors and drug targets for thousands of phenotypes.,,mr-base,0.6926927,"clinical_disease, drug_compound",2
30252043,SanXoT: a modular and versatile package for the quantitative analysis of high-throughput proteomics experiments.,sanxot,,,analysis_studies,1
31544935,"Gephebase, a database of genotype-phenotype relationships for natural and domesticated variation in Eukaryotes.",,gephebase,0.7161453,variants_mutations,1
24438389,"antibacTR: dynamic antibacterial-drug-target ranking integrating comparative genomics, structural analysis and experimental annotation.",,antibactr,,drug_compound,1
30497361,miRTissue: a web application for the analysis of miRNA-target interactions in human tissues.,,mirtissue,,"clinical_disease, analysis_studies",2
27663500,FoldAtlas: a repository for genome-wide RNA structure probing data.,,foldatlas,,analysis_studies,1
24949626,"IIS--Integrated Interactome System: a web-based platform for the annotation, analysis and visualization of protein-metabolite-gene-drug interactions by integrating a variety of data sources and tools.",iis,,,drug_compound,1
31114888,"Evolview v3: a webserver for visualization, annotation, and management of phylogenetic trees.",,evolview,,analysis_studies,1
28053114,FEELnc: a tool for long non-coding RNA annotation and its application to the dog transcriptome.,feelnc,,,analysis_studies,1
24519378,SurvMicro: assessment of miRNA-based prognostic signatures for cancer clinical outcomes by multivariate survival analysis.,,survmicro,,clinical_disease,1
33441136,AlzGPS: a genome-wide positioning systems platform to catalyze multi-omics for Alzheimer's drug discovery.,alzgps,,,"analysis_studies, drug_compound",2
29696732,"Seshat: A Web service for accurate annotation, validation, and analysis of TP53 variants generated by conventional and next-generation sequencing.",seshat,,,analysis_studies,1
30321373,KinaMetrix: a web resource to investigate kinase conformations and inhibitor space.,,kinametrix,,drug_compound,1
24833803,FaSD-somatic: a fast and accurate somatic SNV detection algorithm for cancer genome sequencing data.,,fasd-somatic,,clinical_disease,1
29725591,The Mu.Ta.Lig. Chemotheca: A Community-Populated Molecular Database for Multi-Target Ligands Identification and Compound-Repurposing.,,chemotheca,,drug_compound,1
32402084,MISCAST: MIssense variant to protein StruCture Analysis web SuiTe.,miscast,,,variants_mutations,1
26425409,Experiences in supporting the structured collection of cancer nanotechnology data using caNanoLab.,,cananolab,0.71488357,clinical_disease,1
22743224,GO-Elite: a flexible solution for pathway and ontology over-representation.,,go-elite,,pathway_mechanism,1
21989112,"FluReF, an automated flu virus reassortment finder based on phylogenetic trees.",fluref,,0.70791006,analysis_studies,1
26302176,Finding mouse models of human lymphomas and leukemia's using the Jackson laboratory mouse tumor biology database.,,mouse tumor biology database,0.6469151,clinical_disease,1
28410642,iPSCORE: A Resource of 222 iPSC Lines Enabling Functional Characterization of Genetic Variation across a Variety of Cell Types.,,ipscore,0.6791767,"gene_function, variants_mutations",2
23029291,ThioFinder: a web-based tool for the identification of thiopeptide gene clusters in DNA sequences.,,thiofinder,,gene_function,1
31853227,GBDTCDA: Predicting circRNA-disease Associations Based on Gradient Boosting Decision Tree with Multiple Biological Data Fusion.,gbdtcda,,,clinical_disease,1
24210098,Metadata-driven comparative analysis tool for sequences (meta-CATS): an automated process for identifying significant sequence variations that correlate with virus attributes.,,meta-cats,0.7095359,analysis_studies,1
27986896,easyGWAS: A Cloud-Based Platform for Comparing the Results of Genome-Wide Association Studies.,,easygwas,,analysis_studies,1
24758335,EndoNet: an information resource about the intercellular signaling network.,,endonet,0.6828754,pathway_mechanism,1
34783553,COVID-19 Knowledge Extractor (COKE): A Curated Repository of Drug-Target Associations Extracted from the CORD-19 Corpus of Scientific Publications on COVID-19.,coke,,,drug_compound,1
27829362,CASTIN: a system for comprehensive analysis of cancer-stromal interactome.,castin,,,"clinical_disease, analysis_studies",2
30052959,eModel-BDB: a database of comparative structure models of drug-target interactions from the Binding Database.,,emodel-bdb,0.7198655,drug_compound,1
26779400,AURA 2: Empowering discovery of post-transcriptional networks.,aura 2,,,discovery_findings,1
28268841,AMP: A platform for managing and mining data in the treatment of Autism Spectrum Disorder.,amp,,,clinical_disease,1
24225062,CoMAGC: a corpus with multi-faceted annotations of gene-cancer relations.,comagc,,,clinical_disease,1
24022982,LTMap: a web server for assessing the potential liver toxicity by genome-wide transcriptional expression data.,ltmap,,,analysis_studies,1
26860211,ksRepo: a generalized platform for computational drug repositioning.,ksrepo,,,drug_compound,1
34814330,Purimeth: an integrated web-based tool for estimating and accounting for tumor purity in cancer DNA methylation studies.,,purimeth,,clinical_disease,1
31395072,MLMDA: a machine learning approach to predict and validate MicroRNA-disease associations by integrating of heterogenous information sources.,mlmda,,,clinical_disease,1
29699486,Integrative analysis and machine learning on cancer genomics data using the Cancer Systems Biology Database (CancerSysDB).,,cancersysdb,0.7116151,clinical_disease,1
30010738,HRPDviewer: human ribosome profiling data viewer.,,hrpdviewer,,analysis_studies,1
28296354,CATTLE (CAncer treatment treasury with linked evidence): An integrated knowledge base for personalized oncology research and practice.,cattle,,0.6973245,clinical_disease,1
21984475,NAPP: the Nucleic Acid Phylogenetic Profile Database.,napp,,,analysis_studies,1
29300482,Chemotext: A Publicly Available Web Server for Mining Drug-Target-Disease Relationships in PubMed.,,chemotext,,"clinical_disease, drug_compound",2
29987232,NTyroSite: Computational Identification of Protein Nitrotyrosine Sites Using Sequence Evolutionary Features.,,ntyrosite,,gene_function,1
30052770,MR4Cancer: a web server prioritizing master regulators for cancer.,,mr4cancer,,clinical_disease,1
30553813,CellMinerCDB for Integrative Cross-Database Genomics and Pharmacogenomics Analyses of Cancer Cell Lines.,,cellminercdb,0.6988394,clinical_disease,1
23884480,OncodriveCLUST: exploiting the positional clustering of somatic mutations to identify cancer genes.,,oncodriveclust,,clinical_disease,1
26078786,ChemDIS: a chemical-disease inference system based on chemical-protein interactions.,,chemdis,,clinical_disease,1
33214792,ANSH: Multimodal Neuroimaging Database Including MR Spectroscopic Data From Each Continent to Advance Alzheimer's Disease Research.,ansh,,0.701055,clinical_disease,1
29539190,"MSeqDR mvTool: A mitochondrial DNA Web and API resource for comprehensive variant annotation, universal nomenclature collation, and reference genome conversion.",mvtool,,,variants_mutations,1
33436621,isoCirc catalogs full-length circular RNA isoforms in human transcriptomes.,,isocirc,0.7024471,clinical_disease,1
25059528,BactImAS: a platform for processing and analysis of bacterial time-lapse microscopy movies.,,bactimas,,analysis_studies,1
