entity_name,total_papers,spacy_papers,v2_papers,source,pmids
drugbank,75,75,5,both,"21627327,21636590,22591347,22821596,22901092,23019491,23046449,23161684,23220571,23240691,23269503,23330685,23418190,23424109,23546522,23720490,23826885,23906817,24149052,24203708,24203711,24234439,24303301,24316579,24533037,25392416,25925572,25934797,26072486,26155308,26219079,26228432,26504143,26633997,26695483,26822210,26955465,27010673,27295093,27490165,27509041,27980099,27993519,28522849,28660674,28717830,28759605,29126136,29237557,29316735,29490008,29790904,30219840,30476227,30497261,30499394,30581775,30614735,31096089,31333719,31514149,31602464,31874614,31885041,31990579,32035227,32221612,32365960,32390334,33431010,33480398,34023895,34188160,34783553,34907160"
dbsnp,69,69,7,both,"20672376,21258063,21278187,21731755,21982513,21992066,22039151,22086951,22140104,22210871,22369494,22491796,22591347,22594998,22683993,22693211,23035929,23193264,23203880,23418190,23433959,23618375,23819467,23819846,24214964,24234437,24259429,24356117,24467687,24517501,24651862,24886216,25228593,25385275,25398906,25404132,25407965,25788626,26228432,26229585,26585827,26615191,27402678,27799474,27810480,27903894,28654727,28968638,28968746,29036298,29590294,29761469,30053238,30311374,30395293,30418626,31275557,31343683,31602479,31689201,31738401,31797632,31924160,32108478,32487193,32895427,33095870,33196844,34782917"
h,68,0,68,v2,"21089065,21453324,23197657,23204843,25348399,25407802,25627673,25652236,25889572,25925844,26220682,26314578,26423616,26691694,26892257,27001666,27098585,27472236,27549193,27664130,27694195,27716038,27910033,27993782,28011774,28011777,28011781,28031034,28073756,28081714,28087515,28119307,28130228,28130242,28158419,28174895,28334101,28334222,28334338,28358052,28365729,28365736,28369191,28472345,28472360,28541490,28545394,28807036,28881964,28881966,28962576,28969593,29678128,30053270,30066633,31266480,32646415,32693783,33109072,33243176,33557954,33677507,33864455,33984507,34134783,34344372,34344425,34461244"
ucsc genome browser,62,62,1,both,"21633941,21975940,21982513,22013967,22069465,22075998,22080555,22086951,22121227,22536961,22908213,23155063,23193274,23255150,23390370,23448259,23476021,23599922,23819467,23908057,24227676,24270787,24984850,25261406,25277458,25348212,25428374,25685613,26094768,26343929,26590259,26719891,26740527,27087310,27574198,27896724,27899642,28137767,29040761,29106570,29140473,29316735,29329372,30407534,30626175,30989093,31680159,31691824,31906604,32001327,32497138,32533862,32540200,32568373,32821910,32976578,33221922,33247936,33270111,33396976,33965348,34156446"
clinvar,61,61,6,both,"23463607,24234437,24259429,24667251,24861626,25385275,25398906,25521334,25542617,25890833,26456690,26582918,26590259,26615191,26919060,27037489,27153700,27604408,28365738,28502612,28812536,28882004,28968638,29036329,29126202,29370821,29473246,29539190,29590301,29762787,30311374,30311388,30586411,30841849,31106342,31114901,31116477,31161214,31275557,31606900,31738401,32076423,32293014,32487193,32508008,32926138,32938008,33007622,33021671,33095870,33193602,33247936,33261099,33289511,33300982,33502607,33565189,33586368,33836063,34355501,34541447"
string,60,60,6,both,"21975133,23203871,23410028,23418190,24149052,24233784,24792157,24830558,25300481,25352553,25361972,25392416,25881313,25907774,26615188,26678566,27924014,28077569,28238542,28368827,28498885,28622336,28724991,28782718,28812536,29040681,29106664,29352257,29504895,29617745,29660498,29698482,29699484,30219840,30249048,30278585,30421398,30450911,30476243,30626175,30717676,30815000,31665454,31680157,31843688,31882993,32001390,32895427,32921303,33076816,33104802,33147626,33237311,33396976,33972211,34308911,34370723,34530444,34630517,34907160"
database,58,0,58,v2,"21177657,21575179,21584191,22233519,22529179,22545773,22674159,22836712,23175610,23180763,23613683,23674503,24222850,24234915,24279809,24599084,24990533,25210196,25320561,25398903,25404132,25435547,25534749,25940562,25945037,26140380,26343150,26467478,27055828,27527702,27882884,27893392,27943539,28049134,28343315,28365718,28651548,28961353,29092943,29280990,29359269,29564396,29616364,29982559,30321400,30419069,30446142,30722483,31032842,31813095,31906603,32983559,33008298,33125077,33134750,33676410,34641400,34699529"
interpro,55,55,8,both,"21082426,21411447,21556138,21762488,21785143,21959868,22096229,22144685,22301074,22533924,22592381,22790981,23180791,23185044,23203869,23826978,24165881,24225320,24237261,24280345,24340041,24778629,24885296,25356683,25428351,25428371,25765346,25900361,26322066,26481351,26526709,26994912,27153567,27297221,27552220,27899635,28193156,28453683,28850115,29390084,29426939,29761469,29961821,30191166,30364992,30398656,30445541,30626175,31665454,31733063,32399560,33070442,33156333,33407081,34895309"
scop,55,55,5,both,"21082426,21255607,21429187,21622657,21945336,22099701,22123743,22127860,22135305,22213543,22275069,22800569,23193223,23193292,23203869,23203878,23203986,23437146,23715893,24130308,24293656,24304899,24316579,24857970,25262355,25348407,25356683,25414345,25559128,26228684,26357331,26553811,26827237,27256311,27319297,27899574,27914894,29069520,29331638,29961821,30127348,30332415,30357403,30403770,30445541,30820573,30943284,31350874,31593887,31648227,31724711,31906604,32621218,33245761,34081107"
eqtl,54,54,1,both,"21712248,21961731,22171328,22453064,23345460,24217915,24285297,24779372,25037307,25048349,25174004,25505091,25818895,26428293,26615194,26944084,27451428,27470167,27480116,27506385,27733502,27995664,28334222,29036324,29184056,30208340,30304335,30371817,30689845,31001319,31177403,31410488,31504167,31849009,31960906,32098967,32149610,32385526,32477412,32941613,33020484,33045747,33090994,33219693,33235230,33245779,33330918,33581338,33734315,34117863,34425882,34493866,34730175,34911434"
proteomexchange,50,50,6,both,"21082437,22949509,23203882,24574175,25047258,25158685,25159016,25297486,25305539,25346215,25407602,25435543,25677556,25904633,25977788,26058579,26224020,26227301,26305468,26349841,26351202,26527722,26545397,27054188,27487407,27717283,27852747,27899654,27924013,28135259,28678506,28902400,29178193,29555687,30252093,30395289,30654742,31452088,31686107,32786688,32804927,33028193,33166149,33617236,33687724,33995478,34312990,34342226,34411258,34433823"
mirbase,50,50,17,both,"21269452,21327987,21558790,21602264,21641561,21693556,21822254,22135287,22144203,22276777,23044543,23220571,23282099,23448274,23865691,24275495,24316579,24639157,24759728,24835514,25157074,25338717,25398902,25897123,26228432,26473382,26887375,27091357,27131362,27766940,27797767,28025342,28049410,28180281,29036653,30053237,30065744,30423142,30598108,30626175,30846812,30993337,30999860,31602478,31608376,32997234,33106848,33109630,33211869,33872372"
sequence read archive,48,48,0,spacy,"21177655,22140104,23193264,23657089,24259429,24267917,25267795,25398906,26582915,26615191,26732614,27153614,27659943,27867804,27905880,28013273,28111364,28369246,28535296,28605765,28736702,28771471,29216377,29526484,29876460,30166985,30413482,30590391,30624648,30942868,31110304,31210271,31225863,31397305,31504157,31728526,31744903,31978081,32071998,32766702,32883210,33221926,33328476,33515237,33914028,34048573,34484161,34489462"
gbif,47,47,3,both,"22649282,23794918,24198707,24228241,24244913,24453546,24843257,24843289,24899828,25099149,25927831,25953079,26379465,26448704,26491392,26798295,27199606,27917054,28195585,28765723,28765725,29674937,30275736,31619686,31656398,31942161,32256158,32292277,32733138,32733141,32821214,33177948,33402872,33510575,33551658,33863897,33866560,33935558,33937987,34316271,34393582,34566452,34690515,34759732,34866962,34938144,35002367"
cosmic,46,46,5,both,"21609966,22693211,23603536,23618375,23704925,24454733,24667251,24669769,24861626,24990767,25211293,25355519,25703262,25765346,25841438,26229585,26647377,26777304,27001666,27091472,27727438,27899578,27903894,27910033,29077939,29091996,29092928,29145625,29278730,29898651,30371878,30626175,30894373,31199787,31504173,31617563,31711193,32360910,32508008,32657416,33068406,33193699,33222322,34137435,34259866,34625425"
sra,44,44,2,both,"21427194,23180790,24267917,25267795,26450948,26582915,27501190,27659943,27663500,27867804,27924024,28108447,28369246,28535296,28605765,28771471,28968841,29079682,29216377,29228186,29420797,29876460,29905763,30335154,30371817,30413482,30445619,30668832,31110304,31207407,31397305,31728526,31733057,31762961,31978081,32883210,33095870,33125076,33152092,33221926,33328476,33914028,34252927,34553213"
interaction database,41,39,2,both,"21575196,21848450,22096227,22115179,22121220,22135292,22238258,22529179,22923304,23143270,23203989,23707966,24137008,24234451,24803509,24861621,25313161,25378338,25428363,25480373,25776020,25885037,26496949,26516188,26656949,27055828,27829362,27980099,29087512,29156001,29177508,29657278,30249048,30371822,30380112,30476227,31639057,31647101,33794052,33978706,33996073"
pride,41,41,14,both,"21063943,21082439,21365759,22040741,22096232,22434838,22447219,22701464,22949509,23042674,23203882,23603108,23666733,25047258,25158685,25904633,25910694,26527722,26545397,26740669,27054188,27493588,27560970,27733501,27899654,27924013,28902400,29140531,29178193,29741719,30395289,31467290,31686107,31701143,32415162,32508104,32994485,33193699,33307250,33617236,34342226"
map,41,29,14,both,"21498923,21989180,22499690,22787465,23160415,23180769,23972281,24037269,24465922,24608764,25161239,26568329,26671801,26778924,27384127,27490954,27835030,28241374,28596423,28962576,28973466,29195078,29197720,29220457,29617941,29635306,29854243,30239175,30290815,30591010,31249436,31291467,32947964,33351756,33658510,33685383,33903708,33973408,34050164,34782688,35088001"
rfam,40,40,7,both,"21576754,21609960,21619640,21624887,22883983,23044543,23125362,23504016,23640335,23865810,24005040,24060102,24639157,25356683,25382310,25392425,25845596,26555444,26980512,27330139,27756204,28185557,28475710,29069520,29112718,29454313,29927072,30169792,30395267,30993337,31032840,31691821,32499815,32849767,33106848,33135044,33211869,33396976,33449976,34663179"
automated annotation,40,40,0,spacy,"21519115,21814502,22140108,22151178,22434839,22962482,22984983,23157438,23193261,23197656,23281853,24880686,24917120,25776020,25979264,26496949,26511083,27634949,27662762,28723579,29391424,29447341,29746666,29924895,30401722,30913289,30943207,31151407,31358873,31462275,31540972,31584084,32449765,32875947,33003696,33270111,33365016,33625357,33941694,34553213"
cnn,40,40,1,both,"26886976,28444127,28984180,29329398,29545529,29873706,29982330,29994246,30709336,31138159,31217113,31283476,31396271,31424530,31430292,31461491,31466261,31568974,31714956,31722485,31830260,31860715,32367111,32421642,32652926,32657370,32699072,32865404,33110087,33431004,33502982,33639834,33640787,33735277,33845759,33997191,34252971,34403452,34677393,34907213"
cath,40,40,4,both,"21082426,21177655,21255607,21646335,22006843,22139938,22213543,22583488,22607234,23203869,23203986,23333734,23715893,24270792,25348407,25348408,25943547,25964299,26139634,26434392,26578585,26590404,26969678,27256311,27899584,28150234,28814324,29069520,29501620,30298402,30398663,30445541,30629147,31424530,31606900,32621218,33002111,33245761,34081107,34244700"
ctd,39,39,22,both,"21933848,22125387,22165817,22434831,22434833,22595086,22874182,23046449,23046495,23093600,23144783,23160415,23180769,23221176,23221299,23613709,24288140,24919658,25326323,25977785,26357317,26860211,27161011,27170236,27171405,27457921,27630201,27651457,28717830,29351546,29846728,29914348,30247620,31331263,32570388,32663284,33068428,33430995,34458863"
g protein,39,39,0,spacy,"21410407,21605354,23087376,23127988,23798574,23860256,24078711,24304901,24830558,25522378,25563186,25895059,25971743,26582914,27155948,27993519,28830426,29055037,29155946,29203139,29383467,29472638,29788177,29949966,30576645,30835466,31236561,31710713,31710714,31710715,31710716,31710717,31710718,31710719,32035227,33216895,33270898,33390906,34233810"
online mendelian inheritance in man,38,38,7,both,"21258063,21472891,21633941,21880147,21930248,22075990,22255115,22434831,22434833,22551073,22693211,23378291,23636887,23875761,24002112,24146757,24150938,24178989,24393765,24932006,25055920,25277758,25428349,25664462,26094768,26507285,26838676,27829360,28654725,30841849,30883301,30932845,31453287,31834354,32122231,32911083,32917675,33109251"
saccharomyces genome database,38,37,29,both,"21411447,21595960,21815093,21901739,22110037,22318478,22434826,22434830,22434836,23203989,23396302,23487186,23874379,24265222,25052702,25707592,25997651,26460164,26578556,26631123,26631124,26631125,26631126,26631132,26767846,26989152,27252399,27688070,28365719,28365727,28451979,29140510,29688362,29761454,30715277,31612944,32128557,33677561"
european nucleotide archive,37,37,10,both,"21949797,22064864,22080548,23193287,23203883,23734176,24165880,24214989,24265224,24608034,25404130,25414350,26615190,26861660,27733501,27899630,28077566,28369191,28386528,28503844,28888135,29036529,29160623,29190397,30103816,30228995,30395270,30821128,31722421,32071071,32255760,33166387,33196830,33211879,33328168,33399824,34966925"
gpu,37,37,0,spacy,"21339531,21372087,21414986,21471009,21696144,22640374,22954633,23331707,23557111,24110280,24137668,24481593,24773593,25077821,26719890,26751378,26920848,27370123,27402792,27482905,27603022,28087515,28646874,29530617,29691798,30287930,30541430,30903685,30990851,31045205,31100074,32818262,33257864,33307250,33914788,33926379,34208327"
pharmgkb,37,37,11,both,"22039151,22103613,22174293,22529178,22564364,22580177,22591347,22595086,22683993,22901092,22992668,23046449,23046495,23376192,23418190,23424146,23546522,23793516,23819467,23824865,24297561,25099164,25729430,25952014,26219079,26496198,29091996,29474005,29888066,30999867,31306493,31562822,31797632,31811943,32365960,33547344,34387941"
iedb,36,36,19,both,"22080554,22610854,22681406,23172234,23734660,23815072,25140192,25300482,25685613,25717196,26450949,26551944,27153594,27301453,27479659,28352270,28365732,28444127,28456806,28472356,28634590,29281002,29878047,30014462,30357391,30515166,31114900,31736974,31761977,32108478,32615639,33201237,33592504,33772585,33777034,34388468"
