entity_name,total_papers,spacy_papers,v2_papers,source,pmids
automated annotation,14,14,0,spacy,"22140108,22962482,22984983,23193261,23197656,23281853,24917120,25979264,26496949,26511083,27634949,29447341,29924895,32449765"
biogrid,14,14,3,both,"21300700,21777475,23613707,24149052,24788790,25428363,26338771,27980099,27982098,30476227,30578913,30715274,33137185,33963857"
panther,14,14,3,both,"21082426,21785143,22937107,23193289,23618375,24453961,26578601,27193693,30032202,32103267,32738156,33076954,33290554,33677507"
human protein atlas,14,14,0,spacy,"21924793,22106336,22688270,23348786,24303032,26363175,26432830,28025337,28398465,29036590,29069447,29659714,30428831,32934277"
p,14,0,14,v2,"22070889,22123846,22582806,24312499,25267793,26673716,30217145,30980583,31247294,31337335,31686107,31706268,33304468,33459761"
rnacentral,13,13,7,both,"25332394,25352543,25593347,27794554,29106616,29112718,30395267,30626175,32846052,33106848,33211869,33396976,34108470"
biomodels,13,13,2,both,"22070889,23715986,24064416,24078714,24180668,25182954,25368989,25754863,27401413,29106614,29650016,31504183,32790862"
acmg,13,13,0,spacy,"25890833,28081714,29369293,29764369,30102335,30298955,31888639,32493955,32813752,33230148,34023905,34082700,34428318"
jaspar,13,13,5,both,"22563474,22952610,23748563,24194598,24214955,26531826,26794315,27487245,29140473,29253085,31665425,31701148,32164557"
ram,13,12,1,both,"21333005,21685053,22628519,25289699,27670777,28682264,30165579,30541431,31056509,31757199,31878869,32657392,34433415"
sgd,13,13,8,both,"21411447,22372975,22434826,22434830,23874379,24265222,26460164,26578556,26989152,28365719,29140510,30305653,33642572"
conserved domain database,13,13,4,both,"22140104,22510480,23193264,23197659,23618375,24259429,25398906,25414356,26615191,27192614,27899674,31777944,31851420"
dbgap,13,13,6,both,"21975939,23378291,23989082,24297256,24316579,26615191,27153614,27899644,28609482,29590301,30407529,31151998,31504194"
s,13,0,13,v2,"21527030,24316579,25505007,26224020,26460164,27654850,28171615,28365726,30535306,30645614,31919449,32096105,34320027"
mapreduce,13,13,2,both,"21554709,21926122,22072385,22888776,27153614,28093410,28316653,29320579,29342232,29504905,31094692,31315562,33926379"
g protein,13,13,0,spacy,"21410407,21605354,23127988,24078711,24830558,25971743,26582914,29155946,29949966,32035227,33216895,33270898,34233810"
lamp,12,12,2,both,"23193253,23825543,23861571,25255231,25378330,25380780,26054769,26818131,28389638,31653930,32946226,33430968"
metabolights,12,12,4,both,"23060735,23109552,23630246,24363380,25905099,28402395,29664467,30272209,30944327,31691833,31780665,32915321"
zenodo,12,1,12,both,"25520777,28859252,29490008,30187928,30657867,30733487,30846902,31274982,31338829,32976679,33050927,33192152"
insdc,12,12,2,both,"21177655,22013967,26578580,26657633,28077566,28387199,29045713,30103816,30407529,31724722,32883210,34325658"
cancer genome atlas,12,12,0,spacy,"22962493,23793516,26233958,26507825,28549078,30215668,30522456,30561551,32085724,32649057,32765587,33876217"
international nucleotide sequence database collaboration,12,12,2,both,"21177655,21935468,25332394,26657633,28077566,28387199,28605774,28986915,30103816,31724722,33119759,34739369"
saccharomyces genome database,12,12,10,both,"21411447,22318478,22434826,22434830,23874379,24265222,25052702,26460164,26578556,26989152,28365719,29140510"
http,12,12,0,spacy,"21646335,22827839,22945787,23595662,23736528,26157684,27016700,28742036,29504905,29846545,31857203,33430968"
pharmgkb,12,12,5,both,"22039151,22901092,23046449,23793516,23824865,25099164,26496198,29091996,31562822,31797632,31811943,34387941"
pid,11,11,1,both,"21441347,21498403,22123737,22923304,23698863,24499703,26578601,31559014,32076423,33381822,34111777"
seed,11,11,2,both,"21799897,21896882,23110173,23236458,23800136,24293654,24316579,25286919,26561344,27379044,29228171"
gene3d,11,11,3,both,"21082426,21646335,21785143,23203986,24270792,24316579,25943547,25964299,27256311,27899584,29112716"
intact,11,11,4,both,"22121220,23282181,23772554,24234451,24953454,27045824,29699484,30715274,31161214,31350561,33206959"
gencode,11,11,2,both,"23161672,23843252,25707511,26555599,27337980,28053114,29069475,29329372,30357393,30626175,32508008"
pdbe,11,11,3,both,"21177655,24316579,26476444,26740669,27284084,28937982,29335563,30445541,30445657,31584092,34081107"
hgnc,11,11,1,both,"21296742,21596783,23245209,24178989,24813212,26228432,26586801,27091357,27910033,33152070,34352070"
flybase,11,11,7,both,"22554788,23160412,23180791,24234449,26405458,26467478,29069517,29761469,31960022,33219682,33396976"
g,11,2,9,both,"21546359,21646343,24875496,25935118,26501966,27098042,28231303,28609482,29455577,29652620,33510575"
bioc,11,11,7,both,"24048470,24850848,24914232,24919658,24935050,24961236,24980129,25062914,25810773,27465130,30715220"
rdp,11,11,1,both,"21544197,22618877,23145153,24288368,24316579,24502797,25414355,27166378,28807046,29878054,30821316"
$,11,11,0,spacy,"21968957,25246425,25252881,25344501,28483774,30753436,31653930,31792536,31995571,34013329,34293850"
a database of human,11,11,0,spacy,"22328782,23143107,23209562,23843252,26980520,27318201,27899581,29069459,30066211,30418591,33413085"
rgd,11,11,9,both,"21478484,22523575,22778902,23255149,24103152,24267899,24499703,25217576,25619558,27602200,29761460"
cbioportal,11,11,2,both,"23550210,25086704,27585944,28415074,28890946,29512401,30053266,30813377,31161214,33247936,34930224"
brenda,10,10,2,both,"21253872,21827651,21943292,23203881,24953454,25887214,28420402,28750104,33231677,33515234"
wormbase,10,10,4,both,"21543339,22067452,25845596,25888240,27899279,29069413,29523070,31642470,32527260,33787871"
antismash,10,10,6,both,"21672958,23737449,25948579,27924032,30395294,31612915,31665416,32415965,33010170,33152079"
superfamily,10,10,2,both,"21082426,21177655,21785143,22135305,23203878,23203986,24270792,25414345,26827237,30445555"
human metabolome database,10,10,0,spacy,"22768229,23060735,25333826,25925572,26784691,29470400,29762782,30032758,31557052,33431010"
netpath,10,10,5,both,"21959865,21996254,24573880,26077014,26578601,27139435,27624619,29705949,30084000,30191398"
modencode,10,10,2,both,"21349863,21554709,22080565,23599922,24813212,28013278,28090394,29126249,29284660,31751002"
rat genome database,10,10,9,both,"21478484,23255149,23937709,24103152,24267899,24499703,25217576,25619558,27602200,29761460"
gwas catalog,10,10,0,spacy,"22139925,23695286,27153700,29590301,30445434,31680168,32508008,32606005,34711957,34814627"
lincs,10,10,3,both,"24906883,25093074,29122012,29140462,29195078,29950002,31110304,31258549,31701147,32469073"
fantom5,10,10,1,both,"25378307,25653163,26153137,27402679,27794045,29077884,31028376,31075273,33211864,33231677"
zfin,10,10,6,both,"22067444,23074187,23180778,26097180,26438539,26450962,27097230,27899582,28838067,33954026"
wikipathways,10,10,2,both,"22096230,22121217,22743224,23282057,25706687,26578601,27336457,29470400,33136286,33396976"
hmdb,10,10,1,both,"22768229,23330685,23991755,24203708,25333826,29316735,29470400,29762782,30032758,31557052"
cobra,9,9,1,both,"21596791,23935056,24336807,24812336,27714042,27993782,30335785,32085724,34284136"
dream,9,9,4,both,"22098204,23173819,24160861,25984700,28522612,29186340,30400818,30423080,34774049"
sar,9,9,0,spacy,"21936816,23493324,26664458,29069300,29086046,29979714,30219840,32975944,33245234"
sam,9,9,0,spacy,"21278191,22923303,23148484,24650281,27131376,27540265,29171165,33208101,34600480"
imex,9,9,1,both,"22096227,22121220,24234451,25217587,25378329,26412851,32527260,33206959,34370723"
gold,9,9,4,both,"21906294,22135293,23705874,25348402,27794040,30096176,30357420,31665416,32207937"
dbnsfp,9,9,4,both,"21520341,23843252,25765346,26555599,26740527,29539190,29860484,32227657,33261662"
chemical entities of biological interest,9,9,1,both,"22681406,22776079,23007431,23895341,25332395,27128319,27789701,31688925,33445429"
bioactive peptides,9,9,0,spacy,"22467909,24484385,25352728,28095775,29529902,29544830,29678128,31372542,33093586"
human gene mutation database,9,9,3,both,"21258063,21296743,22290570,24077912,26832193,28180317,28349240,31116477,31199787"
ncbi,9,0,9,v2,"23193258,23193264,24259429,24393765,25398906,26578580,26615191,29140470,33095870"
pass,9,9,1,both,"21636590,23740741,25435546,25971781,26305108,29069300,30092360,31418763,33363449"
ewas,9,9,1,both,"23266520,25928765,30321400,30364969,30365034,31035919,31584095,31702008,33219693"
lims,9,9,1,both,"21258060,23095476,24564791,24760958,25159034,25998807,26508761,30698777,31208323"
mouse genome informatics,9,9,2,both,"22434831,22847375,23110975,23935057,24163257,25052702,27933520,30335138,33367505"
disprot,8,8,2,both,"22661649,26555596,28381244,28453683,28968848,31713636,31906604,33882120"
gps,8,8,2,both,"21777475,24843289,27306108,28004786,29301376,30364992,30497363,32001390"
its2,8,8,1,both,"22046320,22366368,22766416,22786784,23497177,25786896,32016319,34353338"
cadd,8,8,0,spacy,"21253603,24955134,26101548,27224906,27681445,30623477,30963287,32027495"
tool,8,0,8,v2,"22892045,26590256,29401212,30583062,31165141,31419935,31442673,32546588"
maps,8,6,3,both,"21682142,22768229,23718826,23748955,25359887,30101336,32207937,33027502"
genecards,8,8,2,both,"21370079,22155609,23584832,26438538,27357693,28605766,31888639,32508008"
dgv,8,8,2,both,"21731755,24174537,24316579,25521334,27375595,29669011,32487193,33407088"
gramene,8,8,2,both,"22374386,24280345,26896847,27799469,27987162,28713666,31680153,33396976"
ipd,8,8,2,both,"27899604,27977068,28503844,29160623,30821128,30876434,31906604,33985433"
pdbbind,8,8,1,both,"22798082,25301850,25800162,27151202,31598630,34112240,34194678,34656169"
polyphen-2,8,8,0,spacy,"23621914,24312616,24453961,25073475,28180317,32076423,33395407,33586368"
pharmacogenomics,8,8,0,spacy,"23824865,24960519,25703229,26496198,31562822,33281870,34185062,34745204"
disgenet,8,8,4,both,"25877637,25964630,27153650,27924018,29036667,31680165,32895427,33304468"
a genomics,8,8,0,spacy,"22116064,23185044,23239846,24203703,24885079,25086704,28003257,28486658"
o,8,0,8,v2,"22373375,26827236,26911813,27011785,30497261,33106676,34400360,34823464"
msigdb,8,8,3,both,"21546393,22067443,22121217,22923303,24149052,28103241,29659714,31504167"
b,8,0,8,v2,"21435384,22087242,24479510,24919658,30541436,33371889,34448164,34509701"
the encyclopedia of dna elements,8,8,0,spacy,"22075998,23193274,23203885,26980513,28403240,29126249,31713622,31751002"
mirtarbase,8,8,3,both,"22583976,26773058,29126174,30012015,30497361,31647101,31906604,33381822"
gene,8,0,8,v2,"21177656,22669910,22984983,23193283,26199991,28453687,28651562,34688246"
merops,8,8,4,both,"21418024,22086950,23209700,23264352,24157837,26455268,28456986,29316735"
ddbj,8,8,3,both,"21177655,22139929,23657089,25378341,25477381,28888135,31724722,32883210"
cazy,8,8,1,both,"24316579,24905498,28011601,29040563,29771380,30053267,32406917,32941621"
i,8,0,8,v2,"22638578,24330401,25717196,26781368,27738135,27899692,29635306,30014462"
mgi,8,8,2,both,"22434831,22847375,23110975,23935057,24163257,24813212,27933520,30809638"
t,7,0,7,v2,"24194607,26473382,26476458,28673048,29854243,31982380,34589189"
structural classification of proteins,7,7,2,both,"22800569,23437146,24130308,24293656,24316579,30127348,31724711"
autodock,7,7,0,spacy,"21976864,23240691,23705874,25800162,25855812,30943891,32542364"
tair,7,7,1,both,"21536339,22144685,24323624,25414324,25604238,26322066,29220077"
v(d)j,7,7,0,spacy,"27835690,29867956,30105017,30657870,30666250,31677971,33359127"
nextprot,7,7,6,both,"22144685,24313344,25593349,27374119,27899619,31081335,31724716"
hgmd,7,7,3,both,"21258063,24077912,24861626,26832193,28349240,31116477,32508008"
global biodiversity information facility,7,7,0,spacy,"22730433,24244913,26491386,27199606,31942161,33510575,34566452"
gene expression database,7,7,2,both,"22847375,23110975,23972281,24163257,30335138,30407599,33879674"
network,7,1,6,both,"25093074,31329252,31404401,31665520,31746961,32347764,33129201"
nci-60,7,7,0,spacy,"22802077,23933261,28084397,28446463,30355619,31113817,31735953"
lncrnadb,7,7,1,both,"24813212,25332394,25853886,27608726,28985416,30945202,34039271"
atlas,7,6,4,both,"29165655,30143675,30395323,31427789,31681437,32421310,32571209"
gxb,7,7,5,both,"27134731,27158451,27158452,28413616,29527288,31231515,31559014"
gnomad,7,7,0,spacy,"29764365,30254379,30407534,30535305,31116477,32076423,33247936"
phytozome,7,7,1,both,"22110026,22309468,25414345,26112452,26744602,29216377,32510565"
db,7,0,7,v2,"23125372,23193260,25435547,30462313,30764761,33408850,33835460"
mouse genome database,7,7,6,both,"22075990,23110975,23175610,24285300,25348401,30407599,33231642"
gsa,7,7,2,both,"24423189,28387199,30365034,31702008,32144346,34037798,34400360"
peptideatlas,7,7,3,both,"24436130,24753486,24939129,29762640,30230343,31686107,32934277"
goa,7,7,2,both,"21411447,22123736,22536960,25378336,27045824,28732468,32470107"
core,7,7,1,both,"21544197,24194598,26226151,26531826,29140473,29473009,31701148"
mint,7,7,1,both,"21777475,22096227,23282181,23772554,24234451,24953454,30715274"
newly available,7,7,0,spacy,"22591039,24723423,29069403,30357347,30357361,31725864,31942977"
noncode,7,7,2,both,"22135294,24285305,25853886,27605101,28053114,31702008,33396976"
gvm,6,6,3,both,"29069473,30365034,30465539,31702008,33170268,33175170"
eq,6,0,6,v2,"23044543,25217576,26399714,26602695,27863463,29236969"
cansar,6,6,5,both,"22013161,24304894,26673713,30496479,33219674,33396976"
rhea,6,6,4,both,"25332395,27789701,30272209,31688925,33445429,34252947"
dmd,6,6,2,both,"22776072,25604253,25612904,26030752,28152980,29949583"
deseq2,6,6,0,spacy,"26758513,30727942,31917401,32471392,33827413,33950201"
encyclopedia of dna elements,6,0,6,v2,"22075998,23193274,26980513,29126249,31713622,31751002"
hmdd,6,6,2,both,"24194601,28124611,30053237,30364956,32487193,34371319"
sourceforge,6,6,0,spacy,"22945787,22945789,24642064,25664462,27522081,30092755"
gxd,6,6,3,both,"22106336,22847375,23972281,24163257,30335138,30407599"
hit,6,6,1,both,"23368899,23945046,26743509,26795595,29764375,33598096"
toolkit,6,1,5,both,"21258060,22312429,22669910,24833412,29790943,32209622"
mirdb,6,6,2,both,"22303335,25378301,28704505,30278585,31504780,31906604"
grasp,6,6,4,both,"25414351,25428361,27153700,27585568,27766955,31167633"
mascot,6,6,0,spacy,"21184613,21277861,23081734,24574175,25055762,26224020"
mg-rast,6,6,2,both,"25569221,26740669,26791506,29069412,31728526,33221926"
